Name,coordinates,FEATUREID,SBPI_ID_NO,ΚΩΔΙΚΟΣ ΕΠΑΡΧΙΑΣ,ΚΩΔΙΚΟΣ ΔΗΜΟΥ_ΚΟΙΝΟΤΗΤΑΣ,ΚΩΔΙΚΟΣ ΕΝΟΡΙΑΣ,ΚΩΔΙΚΟΣ ΤΜΗΜΑΤΟΣ,ΦΥΛΛΟ,ΣΧΕΔΙΟ,ΑΡΙΘΜΟΣ ΤΕΜΑΧΙΟΥ,SRC_SL_CODE,ΠΗΓΗ,ΕΜΒΑΔΟ ΤΕΜΑΧΙΟΥ
540402," 33.35060920600006,35.15906584800007,0 33.35060770900003,35.15889350200007,0 33.35068299500006,35.15889176700006,0 33.35075345800004,35.15891473400006,0 33.35080760400007,35.15895413500005,0 33.35091397900004,35.15907761200003,0 33.35071334000003,35.15919027900003,0 33.35071232200005,35.15912419200004,0 33.35060977000006,35.15913067400004,0 33.35060920600006,35.15906584800007,0",21,374342,1,0,16,1,21,540402,569,2,DCDB,565
540402," 33.35084838200004,35.15890549300008,0 33.35084746800004,35.15890456000005,0 33.35084659400008,35.15890359900004,0 33.35084576200006,35.15890261500005,0 33.35084497100007,35.15890160700008,0 33.35084422300002,35.15890057700005,0 33.35084352100006,35.15889952700007,0 33.35084286300003,35.15889845700008,0 33.35084225100007,35.15889736800006,0 33.35084168600002,35.15889626300003,0 33.35084116800005,35.15889514200006,0 33.35084069800007,35.15889400700007,0 33.35084027600004,35.15889286100003,0 33.35083990300007,35.15889170000003,0 33.35083958000007,35.15889053200004,0 33.35083930700006,35.15888935400005,0 33.35083908500008,35.15888816900008,0 33.35083891200003,35.15888697900004,0 33.35083879000007,35.15888578500005,0 33.35083871900002,35.15888458800004,0 33.35083870000005,35.15888338900004,0 33.35083873000008,35.15888219000004,0 33.35083881100007,35.15888099300003,0 33.35083894400003,35.15887980000008,0 33.35083912700003,35.15887861000005,0 33.35083936100006,35.15887742700005,0 33.35083964500007,35.15887625100004,0 33.35083997800007,35.15887508300006,0 33.35084036100005,35.15887392800005,0 33.35084079500007,35.15887278200006,0 33.35084127500005,35.15887165100003,0 33.35084180200005,35.15887053300003,0 33.35084237600006,35.15886943100003,0 33.35084299800008,35.15886834700007,0 33.35084366600006,35.15886728000004,0 33.35084438000007,35.15886623400007,0 33.35084513600003,35.15886520900006,0 33.35084593500005,35.15886420600003,0 33.35084677600003,35.15886322600005,0 33.35084765900007,35.15886227200008,0 33.35084858200003,35.15886134300007,0 33.35084954400003,35.15886044100006,0 33.35085054400003,35.15885956800003,0 33.35085157800006,35.15885872400003,0 33.35085265000004,35.15885790800007,0 33.35085375500006,35.15885712500005,0 33.35085489300008,35.15885637600007,0 33.35085606200005,35.15885565800005,0 33.35085726100004,35.15885497300008,0 33.35085848800003,35.15885432400006,0 33.35086006400007,35.15885356200005,0 33.35110882700008,35.15879404800006,0 33.35121458600003,35.15876237500004,0 33.35129625300004,35.15873701800007,0 33.35130188700003,35.15876466000003,0 33.35135022400004,35.15900176500003,0 33.35128679100006,35.15903814900003,0 33.35108845900004,35.15915190600003,0 33.35098777400003,35.15903202300007,0 33.35091574200004,35.15895302300004,0 33.35087133500008,35.15892013000007,0 33.35085961400006,35.15891281100005,0 33.35084838200004,35.15890549300008,0",22,376044,1,0,16,1,21,540402,902,2,DCDB,1206
540501," 33.35321558700008,35.15892783700008,0 33.35337032800004,35.15878287600003,0 33.35350561800004,35.15896675700003,0 33.35351708000007,35.15897991300005,0 33.35336082100002,35.15912309000004,0 33.35322549300003,35.15894115700007,0 33.35321747600005,35.15893037800004,0 33.35321558700008,35.15892783700008,0",23,374521,1,0,16,1,21,540501,430,2,DCDB,524
540402," 33.35239263800003,35.15874705300007,0 33.35259968400004,35.15893981400006,0 33.35237866700004,35.15910137100008,0 33.35235921300006,35.15911646400008,0 33.35228151200005,35.15902444100004,0 33.35218382900007,35.15890875300005,0 33.35239263800003,35.15874705300007,0",24,376532,1,0,16,1,21,540402,933,2,DCDB,774
540402," 33.35266422900003,35.15853673400005,0 33.35268216700007,35.15856949200003,0 33.35272340600005,35.15864068600007,0 33.35274036300007,35.15867344300006,0 33.35276791400003,35.15873569500008,0 33.35273571600004,35.15884037700005,0 33.35259968400004,35.15893981400006,0 33.35239263800003,35.15874705300007,0 33.35243330800006,35.15871555900003,0 33.35266422900003,35.15853673400005,0",25,376533,1,0,16,1,21,540402,934,2,DCDB,802
540402," 33.35214988100006,35.15847920500005,0 33.35222907300005,35.15854524500003,0 33.35243330800006,35.15871555900003,0 33.35239263800003,35.15874705300007,0 33.35218382900007,35.15890875300005,0 33.35210037100006,35.15880991200004,0 33.35178030400004,35.15860054800004,0 33.35194533700008,35.15852523600006,0 33.35211041000008,35.15844629000003,0 33.35214988100006,35.15847920500005,0",26,376534,1,0,16,1,21,540402,935,2,DCDB,1401
540402," 33.35081336700006,35.15862250900005,0 33.35089602400007,35.15874920300007,0 33.35064664700008,35.15878465100008,0 33.35052251000008,35.15879328000005,0 33.35047296900007,35.15873580400006,0 33.35053350100003,35.15859149200003,0 33.35058681400005,35.15849025200004,0 33.35081336700006,35.15862250900005,0",27,374172,1,0,16,1,21,540402,831,2,DCDB,741
540402," 33.35102374000007,35.15844382000006,0 33.35117861800006,35.15853744700007,0 33.35134906600007,35.15864048400005,0 33.35123985700005,35.15867290900007,0 33.35112479100008,35.15870207400008,0 33.35100779700008,35.15872760000008,0 33.35089602400007,35.15874920300007,0 33.35081336700006,35.15862250900005,0 33.35102374000007,35.15844382000006,0",28,375812,1,0,16,1,21,540402,888,2,DCDB,854
540402," 33.35117861800006,35.15853744700007,0 33.35137269200004,35.15833319100005,0 33.35163495300003,35.15848814400005,0 33.35162416100008,35.15854894600005,0 33.35147697900004,35.15860211900008,0 33.35134906600007,35.15864048400005,0 33.35117861800006,35.15853744700007,0",29,374165,1,0,16,1,21,540402,291,2,DCDB,796
540501," 33.35363101000007,35.15835796500005,0 33.35371762900007,35.15829131500004,0 33.35375577800005,35.15826196100005,0 33.35378090900008,35.15828405200006,0 33.35393330100004,35.15841800500004,0 33.35387139200003,35.15857959700003,0 33.35384655600007,35.15861750900007,0 33.35384136900007,35.15861301100006,0 33.35367721800003,35.15847062400007,0 33.35367173700007,35.15846587000004,0 33.35364957500008,35.15844664800005,0 33.35362718000005,35.15842722000008,0 33.35358667100007,35.15839208300002,0 33.35363101000007,35.15835796500005,0",30,375195,1,0,16,1,21,540501,620,2,DCDB,627
540402," 33.35076360000005,35.15828656000008,0 33.35097030700007,35.15841151900003,0 33.35102374000007,35.15844382000006,0 33.35081336700006,35.15862250900005,0 33.35058681400005,35.15849025200004,0 33.35076360000005,35.15828656000008,0",31,374170,1,0,16,1,21,540402,294,2,DCDB,760
540402," 33.35137269200004,35.15833319100005,0 33.35117861800006,35.15853744700007,0 33.35102374000007,35.15844382000006,0 33.35097030700007,35.15841151900003,0 33.35116049700002,35.15820781600007,0 33.35137269200004,35.15833319100005,0",32,374166,1,0,16,1,21,540402,292,2,DCDB,687
540402," 33.35168126600007,35.15808959800006,0 33.35171211800008,35.15810926900008,0 33.35189917700006,35.15822852500003,0 33.35207254800002,35.15833905400007,0 33.35185267400004,35.15845511500004,0 33.35172707500004,35.15844634300004,0 33.35160734400006,35.15837996700003,0 33.35138947100006,35.15825219300007,0 33.35159053900003,35.15803175700006,0 33.35161720700006,35.15804875700007,0 33.35168126600007,35.15808959800006,0",33,375544,1,0,16,1,21,540402,664,2,DCDB,1473
540402," 33.35309098800008,35.15815137600004,0 33.35310916700007,35.15816864600004,0 33.35312005800006,35.15817935400003,0 33.35311889500008,35.15826962600005,0 33.35312095100005,35.15827613700003,0 33.35312124900003,35.15827758400008,0 33.35309105400006,35.15829076000006,0 33.35300148500005,35.15832984200006,0 33.35298011800006,35.15833916600008,0 33.35298131900004,35.15834036300004,0 33.35287421600003,35.15839126400005,0 33.35287491300005,35.15839228300007,0 33.35280527900005,35.15842506900003,0 33.35272707300004,35.15832630100005,0 33.35296083300005,35.15811172000008,0 33.35300579500006,35.15807044500008,0 33.35303095200004,35.15809434400006,0 33.35304570600005,35.15810835900004,0 33.35309098800008,35.15815137600004,0",34,374636,1,0,16,1,21,540402,772,2,DCDB,707
