Name,coordinates,FEATUREID,ΥΨΟΜΕΤΡΟ
145,"<MultiGeometry><LinearString><coordinates> 33.36111419900004,35.16262500500005,0 33.36111114100004,35.16274033000008,0 33.36112362000006,35.16278729200008,0 33.36115012400006,35.16282355700002,0 33.36119064100006,35.16284911700006,0 33.36119931200005,35.16287362800006,0 33.36117611300006,35.16289707800007,0 33.36112106500008,35.16291948900005,0 33.36107240600006,35.16293924900003,0 33.36103013300004,35.16295636500007,0 33.36099423800005,35.16297084100006,0 33.36096723200006,35.16297017300008,0 33.36094912800007,35.16295434400007,0 33.36093991300004,35.16292337300007,0 33.36092689500003,35.16289349400006,0 33.36091005100008,35.16286471800004,0 33.36088941300005,35.16283704300003,0 33.36086856500003,35.16282382800006,0 33.36084751800007,35.16282509000007,0 33.36082627000008,35.16284081000003,0 33.36081220000006,35.16285625700004,0 33.36080530900006,35.16287143900007,0 33.36080559400006,35.16288633900007,0 33.36080684700005,35.16291395400003,0 33.36080906700005,35.16295426700003,0 33.36081224200007,35.16300728600004,0 33.36078537800006,35.16305096600007,0 33.36072847300005,35.16308530800006,0 33.36064151600004,35.16311031900005,0 33.36057934800004,35.16314828200007,0 33.36054196600003,35.16319918700003,0 33.36052937400007,35.16326305200005,0 33.36051469100005,35.16331141100005,0 33.36049792100005,35.16334428100004,0 33.36047905200007,35.16336165200005,0 33.36047201900004,35.16337469900003,0 33.36047684300007,35.16338342800003,0 33.36049351400004,35.16338783100008,0 33.36051166300007,35.16341876700005,0 33.36053129100003,35.16347623600007,0 33.36055241800005,35.16356024700008,0 33.36055604500007,35.16362087300007,0 33.36054218200007,35.16365813300007,0 33.36051081600004,35.16367202600003,0 33.36048694700003,35.16368555500003,0 33.36047056200005,35.16369873700006,0 33.36046165100004,35.16371156400004,0 33.36044753700003,35.16374714800003,0 33.36042821200005,35.16380548000007,0 33.36040367500004,35.16388656200007,0 33.36038360200007,35.16395216300003,0 33.36036799600004,35.16400226400003,0 33.36035685300004,35.16403688400004,0 33.36035757400003,35.16408077000006,0 33.36037016800003,35.16413391600003,0 33.36039461400003,35.16419633700008,0 33.36039738800002,35.16424554500003,0 33.36037851400005,35.16428155700004,0 33.36033796700008,35.16430436600007,0 33.36030025000008,35.16431902700003,0 33.36026536100007,35.16432554000005,0 33.36023330200004,35.16432391300003,0 33.36020322400003,35.16433582100007,0 33.36017511400007,35.16436126100007,0 33.36014897500007,35.16440024200006,0 33.36012715000004,35.16445450900005,0 33.36010965300005,35.16452407600008,0 33.36009646000008,35.16460893700003,0 33.36009181100008,35.16466977700003,0 33.36009570400006,35.16470660500005,0 33.36010813200005,35.16471942200008,0 33.36011810900004,35.16473417600002,0 33.36012564600003,35.16475087500004,0 33.36013073400005,35.16476950800006,0 33.36014003100007,35.16478925800004,0 33.36015354700004,35.16481013000004,0 33.36017128400005,35.16483210700005,0 33.36018300100005,35.16485057800003,0</coordinates></LinearString></MultiGeometry>",1,145
145,"<MultiGeometry><LinearString><coordinates> 33.36218575800007,35.16262180600006,0 33.36200771900008,35.16257212100004,0 33.36193759700007,35.16255406000005,0 33.36188635200006,35.16254279200007,0 33.36185399600004,35.16253829200008,0 33.36181058200003,35.16253772700003,0 33.36175610800007,35.16254107200007,0 33.36169058800004,35.16254833400006,0 33.36164075100004,35.16254001000004,0 33.36160661700006,35.16251609900007,0 33.36158817900008,35.16247660000005,0 33.36156495500006,35.16243993700005,0 33.36153695700006,35.16240611100005,0 33.36150418700004,35.16237512000004,0 33.36145710700004,35.16235226500004,0 33.36139574800006,35.16233753900008,0 33.36132009200003,35.16233095900003,0 33.36126889900004,35.16232674000003,0 33.36124217500003,35.16232489100003,0 33.36123991700003,35.16232540300007,0 33.36123796300007,35.16232552500003,0 33.36123630400005,35.16232525900006,0 33.36123495100003,35.16232459600008,0 33.36123357700006,35.16232424900005,0 33.36123219400002,35.16232422700006,0 33.36123078000003,35.16232451900004,0 33.36122961900003,35.16232504500005,0 33.36122869900004,35.16232580500008,0 33.36122802300002,35.16232679000007,0 33.36122690100007,35.16232864100005,0 33.36122534400005,35.16233135900006,0 33.36122334000004,35.16233494300008,0 33.36121029700007,35.16236176200005,0 33.36118621700007,35.16241180800006,0 33.36115109700006,35.16248508800004,0 33.36112748300008,35.16254135200006,0 33.36111538500006,35.16258058000005,0 33.36111419900004,35.16262500500005,0</coordinates></LinearString></MultiGeometry>",2,145
145,"<MultiGeometry><LinearString><coordinates> 33.36394680200004,35.16261652900005,0 33.36399603600006,35.16258538100004,0 33.36401535800007,35.16257372300004,0 33.36402938400005,35.16256598300004,0 33.36403812600003,35.16256216200003,0 33.36405572300004,35.16255755600002,0 33.36408217400003,35.16255217700007,0 33.36411749200005,35.16254601300005,0 33.36416842100005,35.16253582800005,0 33.36423496300006,35.16252161100005,0 33.36431711900008,35.16250337200006,0 33.36438957100006,35.16248562200008,0 33.36445232500006,35.16246836100004,0 33.36450538700007,35.16245158900006,0 33.36455408800003,35.16243392800004,0 33.36459843800003,35.16241537000008,0 33.36463843700005,35.16239592400007,0 33.36466992000004,35.16238389400007,0 33.36469288400008,35.16237928100003,0 33.36470732000004,35.16238207700008,0 33.36475504100002,35.16238605400002,0 33.36483603700003,35.16239122700006,0 33.36495029800005,35.16239758100005,0 33.36503858300006,35.16239993800008,0 33.36510085700007,35.16239829800003,0 33.36513715200005,35.16239265400003,0 33.36516804600007,35.16238914500008,0 33.36519355000007,35.16238777000007,0 33.36521366300008,35.16238852900005,0 33.36524411500005,35.16237698200007,0 33.36528490600006,35.16235312400005,0 33.36533601500003,35.16231696900007,0 33.36538028200005,35.16227983200002,0 33.36541768400008,35.16224171700003,0 33.36544822200006,35.16220263900004,0 33.36547060600003,35.16217383600008,0 33.36548483700005,35.16215533200005,0 33.36549091300003,35.16214710200006,0 33.36549643100005,35.16214125200003,0 33.36550140800006,35.16213776700005,0 33.36550582800004,35.16213664500003,0 33.36551136500003,35.16213526700005,0 33.36551803100008,35.16213363400004,0 33.36552580500006,35.16213174500007,0 33.36554563800007,35.16212663700003,0 33.36557754200004,35.16211830200007,0 33.36562150700007,35.16210675700006,0 33.36567178000007,35.16209233700005,0 33.36572838600006,35.16207505700004,0 33.36579130000007,35.16205490100003,0 33.36585532000004,35.16202679200006,0 33.36592045800006,35.16199072000006,0 33.36598670200004,35.16194669400005,0 33.36605935500006,35.16191494300006,0 33.36613840800004,35.16189545900005,0 33.36622387100005,35.16188826000007,0 33.36630430900004,35.16188624100005,0 33.36637969800006,35.16188940300003,0 33.36645006200007,35.16189773500003,0 33.36650745100008,35.16190111300006,0 33.36655185500007,35.16189953600008,0 33.36658329500006,35.16189299600006,0 33.36663097100006,35.16188938200003,0 33.36669489500002,35.16188870100007,0 33.36677504500005,35.16189094700007,0 33.36684003700003,35.16189394100007,0 33.36688987600007,35.16189768400005,0 33.36692455000008,35.16190217600007,0 33.36698516300004,35.16191715400004,0 33.36707171700004,35.16194261800007,0 33.36718421200004,35.16197855800004,0 33.36726067500007,35.16200319500007,0 33.36730110600007,35.16201653100006,0 33.36730549500004,35.16201857300007,0 33.36730866800008,35.16202112300005,0 33.36731063500002,35.16202419900003,0 33.36731137600003,35.16202779400004,0 33.36731180600003,35.16203078600006,0 33.36731190400008,35.16203317400004,0 33.36731168200004,35.16203496900005,0 33.36728041100002,35.16206425100006,0 33.36721806600008,35.16212100300004,0 33.36712467300004,35.16220524200003,0 33.36707870800007,35.16226978600002,0 33.36708018200005,35.16231462600007,0 33.36712909700003,35.16233978000003,0 33.36716920700007,35.16236442800005,0 33.36720051000003,35.16238857300004,0 33.36722299800005,35.16241222000008,0 33.36725556900007,35.16243737000008,0 33.36729823300004,35.16246401100005,0 33.36735097000008,35.16249216500006,0 33.36739101600006,35.16251482200005,0 33.36741837000005,35.16253196400004,0 33.36743303200007,35.16254362000007,0 33.36744548000007,35.16255603900004,0 33.36745569300007,35.16256924000004,0 33.36746368100006,35.16258321600003,0 33.36746961100005,35.16259350000007,0 33.36747347000005,35.16260008700004,0 33.36747708600007,35.16260587200003,0</coordinates></LinearString></MultiGeometry>",3,145
155,"<MultiGeometry><LinearString><coordinates> 33.36901735900005,35.15926645100007,0 33.36902255900003,35.15931468700006,0 33.36902890900007,35.15937688200006,0 33.36903347600003,35.15942321800003,0 33.36903623800004,35.15945368600006,0 33.36903722500006,35.15946829500007,0 33.36904473500005,35.15948808500008,0 33.36905878700003,35.15951305600004,0 33.36907938300004,35.15954322500005,0 33.36909436900004,35.15956606600003,0 33.36910373700005,35.15958159600007,0 33.36910748400004,35.15958980500005,0 33.36911110700004,35.15959755500006,0 33.36911458700007,35.15960483800006,0 33.36911793300004,35.15961166000005,0 33.36912708800003,35.15963350900006,0 33.36914204900006,35.15967039300006,0 33.36916283100004,35.15972230400007,0 33.36917788400007,35.15977443100007,0 33.36918719800008,35.15982676600004,0 33.36919080500007,35.15987932400003,0 33.36919292300007,35.15991550000007,0 33.36919356100003,35.15993529300005,0 33.36919273100006,35.15993871100005,0 33.36919281100006,35.15994183900006,0 33.36919379000005,35.15994468500003,0 33.36919567800004,35.15994724800004,0 33.36920277400003,35.15995807900004,0 33.36921507600005,35.15997718600005,0 33.36923259800005,35.16000456300003,0 33.36925811000003,35.16004411100005,0 33.36929163500003,35.16009581200007,0 33.36933317200004,35.16015967600004,0 33.36936161000006,35.16020339700003,0 33.36937697500008,35.16022696600004,0 33.36937925100006,35.16023039400005,0 33.36938244100003,35.16023444100006,0 33.36938655700004,35.16023910600006,0 33.36939158600006,35.16024439100005,0 33.36940051500005,35.16025534300007,0 33.36941334500006,35.16027196200002,0 33.36943007400004,35.16029423800006,0 33.36945765100006,35.16032920000004,0 33.36949606400003,35.16037684000003,0 33.36954533500006,35.16043715500007,0 33.36958301100003,35.16048688800004,0 33.36960910200003,35.16052601900003,0 33.36962358900007,35.16055455800006,0 33.36963848700003,35.16059168600003,0 33.36965378500003,35.16063739400005,0 33.36966947500002,35.16069168300004,0 33.36969589100005,35.16073705000008,0 33.36973303600007,35.16077348900006,0 33.36978089600007,35.16080099700002,0 33.36980548400004,35.16082800100003,0 33.36980682300003,35.16085447900008,0 33.36978489000006,35.16088046100003,0 33.36976989500005,35.16090457400003,0 33.36976184000002,35.16092682800007,0 33.36976071300006,35.16094722000003,0 33.36975668900004,35.16096509800008,0 33.36974975600003,35.16098045200005,0 33.36973992500003,35.16099328300004,0 33.36974123000005,35.16101506500007,0 33.36975368500004,35.16104580100006,0 33.36977730000007,35.16108549000006,0 33.36979690700008,35.16112267500006,0 33.36981251900005,35.16115736700004,0 33.36982412300006,35.16118956600008,0 33.36983079400005,35.16122267200007,0 33.36983251600003,35.16125668500007,0 33.36982928400005,35.16129161600003,0 33.36982714700002,35.16131659100006,0 33.36982609400008,35.16133161100004,0 33.36982613900005,35.16133667700007,0 33.36982681700005,35.16134078500005,0 33.36982815900007,35.16134392700008,0 33.36983013300005,35.16134611200005,0 33.36983286400005,35.16134798700006,0 33.36983634000006,35.16134955400003,0 33.36984057100005,35.16135081200008,0 33.36988059100003,35.16136290400004,0 33.36995642100004,35.16138582900004,0 33.37006803900005,35.16141958800006,0 33.37015388800006,35.16145910500006,0 33.37021394800007,35.16150435100008,0 33.37024822800004,35.16155535600007,0 33.37027548800006,35.16159535800006,0 33.37029574000007,35.16162434800003,0 33.37030898100005,35.16164233500007,0 33.37031089600004,35.16166759500004,0 33.37030149300006,35.16170011100007,0 33.37028076400003,35.16173989900005,0 33.37027623200004,35.16177896200003,0 33.37028789800007,35.16181728000004,0 33.37031574000002,35.16185487300004,0 33.37034871700007,35.16188975600005,0 33.37038681000007,35.16192191800008,0 33.37043003700006,35.16195136200003,0 33.37046698100005,35.16197517200004,0 33.37049765500007,35.16199335800008,0</coordinates></LinearString></MultiGeometry>",4,155
155,"<MultiGeometry><LinearString><coordinates> 33.36667708900006,35.16017615300007,0 33.36673547500004,35.16018920000005,0 33.36677209400006,35.16019215400007,0 33.36678693400006,35.16018501500003,0 33.36680261000004,35.16018021700006,0 33.36681910700003,35.16017776100006,0 33.36683643800006,35.16017763600007,0 33.36685097700007,35.16016696500003,0 33.36686273600003,35.16014575500003,0 33.36687171400007,35.16011399800004,0 33.36689479900008,35.16007034600006,0 33.36693201200006,35.16001480700004,0 33.36698334000005,35.15994737100004,0 33.36702849500006,35.15989828000005,0 33.36706748700004,35.15986751400004,0 33.36710032700006,35.15985508300003,0 33.36714374200005,35.15983407400006,0 33.36719775500006,35.15980448900007,0 33.36726235400005,35.15976633700007,0 33.36730426700007,35.15973832900005,0 33.36732348200007,35.15972046800005,0 33.36732001300004,35.15971276200003,0 33.36732177000005,35.15969612600003,0 33.36732875700005,35.15967056000005,0 33.36734097200008,35.15963607100008,0 33.36735011800005,35.15959758900004,0 33.36735618400007,35.15955511500005,0 33.36735919000006,35.15950863900008,0 33.36736526000004,35.15947675700005,0 33.36737439000007,35.15945944900005,0 33.36738659600007,35.15945671700007,0 33.36739352100005,35.15945181900003,0 33.36739518000007,35.15944474700007,0 33.36739155900006,35.15943549100007,0 33.36738540800008,35.15942223300004,0 33.36737672500004,35.15940496100006,0 33.36736550000006,35.15938368600007,0 33.36735537600004,35.15935579100005,0 33.36734635200003,35.15932126800004,0 33.36733841700004,35.15928013500007,0 33.36733516700008,35.15924809100005,0 33.36733659000004,35.15922513700008,0 33.36734268400005,35.15921128100007,0 33.36734381100007,35.15919811800006,0 33.36733996800007,35.15918564600003,0 33.36733115600003,35.15917387300004,0 33.36732449500005,35.15915203500003,0 33.36731999300002,35.15912012900003,0 33.36731764200005,35.15907814900004,0 33.36731184400003,35.15903575600004,0 33.36730259500007,35.15899294900004,0 33.36728988900006,35.15894973000007,0 33.36728681800003,35.15889902600003,0 33.36729336100007,35.15884084000004,0 33.36730954100005,35.15877517800004,0 33.36732720800006,35.15872040900007,0 33.36734638400003,35.15867654400006,0 33.36736705700002,35.15864357900006,0 33.36739718000007,35.15862027800006,0 33.36743674200005,35.15860663600006,0 33.36748575300004,35.15860264700007,0 33.36753355600007,35.15860052000005,0 33.36758014700007,35.15860024300002,0 33.36762552900007,35.15860182700004,0 33.36769739200003,35.15858535700005,0 33.36779572400008,35.15855083200006,0 33.36792052600003,35.15849826200008,0 33.36801282600004,35.15847662800007,0 33.36807259800003,35.15848593800007,0 33.36809985700006,35.15852617500008,0 33.36812496800008,35.15856688700006,0 33.36814793900004,35.15860806400008,0 33.36816876100005,35.15864970000007,0 33.36819778000006,35.15867852100007,0 33.36823500600008,35.15869451500004,0 33.36828042700006,35.15869768500005,0 33.36833692400006,35.15869563800004,0 33.36840446900004,35.15868838400007,0 33.36848309000004,35.15867591300003,0 33.36854362400004,35.15866639100005,0 33.36858606000004,35.15865982500003,0 33.36861041100008,35.15865620900007,0 33.36863084900006,35.15865420000006,0 33.36864736700005,35.15865377900008,0 33.36865997300004,35.15865495800006,0 33.36870182200005,35.15869091400003,0 33.36877292500003,35.15876164600007,0 33.36887328300003,35.15886714800007,0 33.36894122900003,35.15893841200006,0 33.36897677100006,35.15897543200003,0 33.36897991200004,35.15897822600005,0 33.36898182300007,35.15898089700005,0 33.36898252600003,35.15898344600004,0 33.36898202200007,35.15898587200007,0 33.36898456700004,35.15901007600007,0 33.36899017600007,35.15905606700005,0 33.36899883400002,35.15912383400007,0 33.36900557700005,35.15917578800003,0 33.36901040600003,35.15921190200004,0 33.36901330700005,35.15923219200005,0 33.36901735900005,35.15926645100007,0</coordinates></LinearString></MultiGeometry>",5,155
155,"<MultiGeometry><LinearString><coordinates> 33.36161601100002,35.15959910100003,0 33.36167056300008,35.15959675800008,0 33.36172539400008,35.15960249800003,0 33.36178051000007,35.15961630500004,0 33.36183590500008,35.15963819700005,0 33.36187875300004,35.15965472700003,0 33.36190904200004,35.15966587600008,0 33.36192678300006,35.15967167400004,0 33.36195651900005,35.15967945400007,0 33.36199827100006,35.15968924500004,0 33.36205203000003,35.15970102700004,0 33.36209891400006,35.15971440000004,0 33.36213892200004,35.15972936000003,0 33.36217205600008,35.15974590100007,0 33.36221169300006,35.15976380200004,0 33.36225784600003,35.15978307900008,0 33.36231051300007,35.15980371700005,0 33.36237984300004,35.15982690100003,0 33.36246582300004,35.15985263100004,0 33.36256846600003,35.15988091700007,0 33.36264562800005,35.15990295000006,0 33.36269730800007,35.15991873200005,0 33.36272350600007,35.15992828000003,0 33.36276352300007,35.15994503500008,0 33.36281736900003,35.15996900400006,0 33.36288503400004,35.16000019700005,0 33.36293185200003,35.16002119500007,0 33.36295783700007,35.16003199700003,0 33.36296296500007,35.16003259400003,0 33.36297999400006,35.16004345000005,0 33.36300891100007,35.16006455600007,0 33.36304970700007,35.16009591900007,0 33.36311168500004,35.16013682800008,0 33.36319483300008,35.16018728300003,0 33.36329915500005,35.16024730100003,0 33.36338035800003,35.16029431800007,0 33.36343844200007,35.16032833300005,0 33.36347340600003,35.16034934700008,0 33.36350856600006,35.16036708100006,0 33.36354391800006,35.16038150600008,0 33.36357946600003,35.16039264800003,0 33.36362160200002,35.16040492500008,0 33.36367034200003,35.16041833600008,0 33.36372567200004,35.16043288900005,0 33.36376883700007,35.16044139500008,0 33.36379983300003,35.16044386300007,0 33.36381866300008,35.16044029100004,0 33.36387300500007,35.16043511500004,0 33.36396287100007,35.16042832800008,0 33.36408823700003,35.16041992900006,0 33.36418579300005,35.16041494800004,0 33.36425554000005,35.16041336800004,0 33.36429747900007,35.16041521600005,0 33.36433620300005,35.16041788500007,0 33.36437173900004,35.16042137600005,0 33.36440405000008,35.16042570400003,0 33.36443403000004,35.16043145500004,0 33.36446165600006,35.16043862800007,0 33.36448692900007,35.16044723300007,0 33.36451954600005,35.16045876300007,0 33.36455949900005,35.16047320000007,0 33.36460679600003,35.16049057200007,0 33.36465691800004,35.16050396000003,0 33.36470987800004,35.16051338200003,0 33.36476565000004,35.16051882100004,0 33.36483628600007,35.16051248800005,0 33.36492178800006,35.16049436500003,0 33.36502215300004,35.16046445100005,0 33.36509183100003,35.16044249000004,0 33.36513082200003,35.16042848300003,0 33.36513911500003,35.16042241800005,0 33.36515822600006,35.16040304400008,0 33.36518814400006,35.16037034100003,0 33.36522885800008,35.16032432800006,0 33.36527932000007,35.16030109100007,0 33.36533952400004,35.16030063000005,0 33.36540945300004,35.16032295400004,0 33.36548148700007,35.16033678900004,0 33.36555561300003,35.16034214500007,0 33.36563183900006,35.16033902200007,0 33.36569421400003,35.16034079900004,0 33.36574272600007,35.16034747700007,0 33.36577738600005,35.16035906300004,0 33.36582385200006,35.16035495600005,0 33.36588211200007,35.16033517400007,0 33.36595216900003,35.16029971000006,0 33.36600238500006,35.16027257900004,0 33.36603275900006,35.16025378400008,0 33.36604328200008,35.16024332300003,0 33.36609024500007,35.16022515300006,0 33.36617364700004,35.16019929200007,0 33.36629347800005,35.16016573100006,0 33.36637822400007,35.16014318300006,0 33.36642788300003,35.16013164900005,0 33.36644245700006,35.16013113500003,0 33.36645880900005,35.16013070700006,0 33.36647695100004,35.16013037300007,0 33.36649686100003,35.16013013200006,0 33.36653686000005,35.16013768200003,0 33.36659693600006,35.16015302300008,0 33.36667708900006,35.16017615300007,0</coordinates></LinearString></MultiGeometry>",6,155
155,"<MultiGeometry><LinearString><coordinates> 33.35835327000007,35.15846887900005,0 33.35835620400007,35.15846450700008,0 33.35835989400005,35.15846040400004,0 33.35836721100003,35.15842186600003,0 33.35837815300005,35.15834889200005,0 33.35839270800005,35.15824147400008,0 33.35839863400003,35.15815861800007,0 33.35839591900003,35.15810032400003,0 33.35838455400005,35.15806658200006,0 33.35838519400005,35.15803227300006,0 33.35839783900008,35.15799737000003,0 33.35842248800003,35.15796189900004,0 33.35843703700004,35.15793569700003,0 33.35844148600006,35.15791879100004,0 33.35843583200006,35.15791116400004,0 33.35843976900003,35.15789056500006,0 33.35845327700002,35.15785699300005,0 33.35847637500007,35.15781045800003,0 33.35849569700002,35.15778403400003,0 33.35851125400006,35.15777773300005,0 33.35852304800005,35.15779154300003,0 33.35853842000006,35.15780994000005,0 33.35855736500002,35.15783291500003,0 33.35857989900006,35.15786046700004,0 33.35864253300008,35.15789907800007,0 33.35874527700003,35.15794874800002,0 33.35888813200006,35.15800948400005,0 33.35899946300003,35.15805247600008,0 33.35907929200005,35.15807772200003,0 33.35912760700006,35.15808522200007,0 33.35916841600005,35.15809277200003,0 33.35920171900006,35.15810038900003,0 33.35922750200007,35.15810805600006,0 33.35925367000004,35.15811844300004,0 33.35928021300003,35.15813153400006,0 33.35930712900006,35.15814734600008,0 33.35934139000005,35.15816847200006,0 33.35938300700008,35.15819494100003,0 33.35943195600004,35.15822672300004,0 33.35947244700003,35.15825396000003,0 33.35950447500005,35.15827665300003,0 33.35952803200007,35.15829479900003,0 33.35955083300007,35.15831047900008,0 33.35957288600002,35.15832368200006,0 33.35959418300007,35.15833441900003,0 33.35963212900003,35.15833973200006,0 33.35968671300003,35.15833963300003,0 33.35975795400003,35.15833412100005,0 33.35982276500005,35.15833355100006,0 33.35988116600004,35.15833792900003,0 33.35993314500007,35.15834724800004,0 33.35997808800005,35.15836137400004,0 33.36001601600003,35.15838029900004,0 33.36004690900006,35.15840403100003,0 33.36009022100006,35.15844898300003,0 33.36014593000004,35.15851515900005,0 33.36021404800005,35.15860254600005,0 33.36026007800007,35.15866125300005,0 33.36028401700003,35.15869126100006,0 33.36028584400003,35.15869258000004,0 33.36029090500006,35.15869501700007,0 33.36029917400003,35.15869856100005,0 33.36031067500005,35.15870322400008,0 33.36033723500003,35.15871525000006,0 33.36037886500003,35.15873462400003,0 33.36043556300007,35.15876136300005,0 33.36047760800005,35.15878011300003,0 33.36050499700008,35.15879088300005,0 33.36051771900003,35.15879365800004,0 33.36052999500004,35.15879716500007,0 33.36054181300005,35.15880139300003,0 33.36055319500008,35.15880634300004,0 33.36058872700005,35.15883191900008,0 33.36064842200005,35.15887811800008,0 33.36073227700007,35.15894495000003,0 33.36081334500005,35.15899438500003,0 33.36089160400007,35.15902643000004,0 33.36096706200004,35.15904108900003,0 33.36102165000006,35.15905163400004,0 33.36105535300004,35.15905808700006,0 33.36106819400004,35.15906041900007,0 33.36107732200003,35.15907942100006,0 33.36108273800005,35.15911506400005,0 33.36108445000008,35.15916736700007,0 33.36110543300003,35.15919872700005,0 33.36114567300007,35.15920913500003,0 33.36120518200005,35.15919861000003,0 33.36125625900007,35.15919963900007,0 33.36129889000006,35.15921223000004,0 33.36133310000002,35.15923638500004,0 33.36135528900007,35.15925492400004,0 33.36136548700006,35.15926785500005,0 33.36136368600006,35.15927517100005,0 33.36136371500004,35.15928914200003,0 33.36136560700004,35.15930978700004,0 33.36136932800002,35.15933709800004,0 33.36139275000005,35.15938164800008,0 33.36143586400004,35.15944342700004,0 33.36149865600004,35.15952243700008,0 33.36155870500005,35.15957433100004,0 33.36161601100002,35.15959910100003,0</coordinates></LinearString></MultiGeometry>",7,155
160,"<MultiGeometry><LinearString><coordinates> 33.36816976300003,35.15793424900005,0 33.36822191000005,35.15793422500008,0 33.36830912000005,35.15793561800007,0 33.36843138200004,35.15793842900007,0 33.36852503700004,35.15794029000006,0 33.36859009600005,35.15794120000004,0 33.36862654600003,35.15794116100005,0 33.36868851600008,35.15794335300006,0 33.36877600300005,35.15794776500007,0 33.36888900700006,35.15795440600004,0 33.36897426500008,35.15795854500004,0 33.36903175300006,35.15796017300005,0 33.36906149400005,35.15795930800005,0 33.36909149700006,35.15796044200005,0 33.36912176000004,35.15796357700003,0 33.36915230700004,35.15796871200007,0 33.36918006000008,35.15797220600007,0 33.36920501600002,35.15797405900003,0 33.36922718800003,35.15797427000007,0 33.36927038600004,35.15797085800006,0 33.36933460700004,35.15796380300003,0 33.36941985300007,35.15795312200004,0 33.36950240700003,35.15794693100003,0 33.36958225000007,35.15794525300004,0 33.36965939000004,35.15794806500003,0 33.36971478600003,35.15795325100004,0 33.36974844100007,35.15796081900004,0 33.36976035000004,35.15797076100006,0 33.36979771700004,35.15801529300006,0 33.36986052700007,35.15809442400007,0 33.36994879500003,35.15820815400008,0 33.37001104600006,35.15828957700006,0 33.37004728000005,35.15833869200003,0 33.37005750900005,35.15835549800005,0 33.37006285100006,35.15836913800007,0 33.37006328300004,35.15837959300006,0 33.37005881500005,35.15838688200006,0 33.37005112600008,35.15839300800008,0 33.37004023900005,35.15839796200004,0 33.37002613000004,35.15840174600004,0 33.36998721600003,35.15841524100006,0 33.36992348400003,35.15843844000005,0 33.36983492500008,35.15847135000007,0 33.36977774400003,35.15850131500002,0 33.36975193000006,35.15852834600003,0 33.36975747300005,35.15855244200003,0 33.36976048300005,35.15857734700006,0 33.36976095100005,35.15860305300004,0 33.36975888600006,35.15862957900004,0 33.36975767700005,35.15866309700004,0 33.36975733400004,35.15870360700006,0 33.36975784500004,35.15875110900004,0 33.36975777500004,35.15879397100008,0 33.36975712500004,35.15883218300007,0 33.36975589300005,35.15886574500007,0 33.36975496300005,35.15890028100006,0 33.36975435500006,35.15893578900005,0 33.36975404900005,35.15897226900006,0 33.36974774000004,35.15901406000006,0 33.36973541900005,35.15906115900003,0 33.36971709500006,35.15911355900005,0 33.36971143900007,35.15916132300004,0 33.36971846100005,35.15920444300008,0 33.36973815100004,35.15924292700004,0 33.36975648600003,35.15929028400007,0 33.36977344700006,35.15934653300008,0 33.36978905300003,35.15941166700003,0 33.36980373400007,35.15947345700005,0 33.36981749900008,35.15953190700003,0 33.36983034800005,35.15958701500006,0 33.36984243500007,35.15963077700008,0 33.36985375400008,35.15966319300003,0 33.36986431100007,35.15968425300008,0 33.36988335900003,35.15972158600005,0 33.36991088800005,35.15977518000005,0 33.36994689800002,35.15984503600004,0 33.36997735800003,35.15989872000006,0 33.37000225700007,35.15993622300005,0 33.37002159600007,35.15995754600004,0 33.37005208100004,35.15998504400005,0 33.37009369000003,35.16001871100008,0 33.37014643600003,35.16005855300006,0 33.37019584900003,35.16009963200003,0 33.37024191100005,35.16014195700006,0 33.37028463100006,35.16018552600008,0 33.37031553500003,35.16023056400007,0 33.37033462500006,35.16027708200005,0 33.37034190100007,35.16032505800007,0 33.37036752700004,35.16036795900004,0 33.37041149400005,35.16040578200006,0 33.37047381100007,35.16043852900003,0 33.37051686400002,35.16046104000003,0 33.37054067100007,35.16047329900005,0 33.37054522400007,35.16047532200003,0 33.37054891200006,35.16047751900004,0 33.37055173300007,35.16047989000003,0 33.37055368600005,35.16048243500006,0 33.37057679800006,35.16050801000006,0 33.37062105500007,35.16055662100007,0 33.37068647000007,35.16062827100006,0 33.37073169600006,35.16068475000003,0</coordinates></LinearString></MultiGeometry>",8,160
