Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΚΤΗΡΙΟΥ,ΚΩΔΙΚΟΣ ΥΨΟΥΣ ΚΤΗΡΙΟΥ,DXF_LAYER,Περιγραφή Κτηρίου,SYMBOL
BLDGGF," 33.36837774100007,35.15724232000008,0 33.36818023900003,35.15724780400007,0 33.36817733600003,35.15713144200004,0 33.36826358900004,35.15712896900004,0 33.36826416600007,35.15713983800004,0 33.36828377000006,35.15713933100005,0 33.36828391000006,35.15715664500004,0 33.36828979000006,35.15715621100003,0 33.36828850500007,35.15711876800003,0 33.36837575200008,35.15711830400005,0 33.36837774100007,35.15724232000008,0",614,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35895890900008,35.15727014100003,0 33.35882782700003,35.15725929700005,0 33.35883473100006,35.15717626600008,0 33.35889167400006,35.15718033500008,0 33.35889348200004,35.15716662600005,0 33.35893668100005,35.15716997600003,0 33.35893350500004,35.15719255700003,0 33.35901401300004,35.15719889100006,0 33.35900857000007,35.15723800100005,0 33.35896292100006,35.15723466800006,0 33.35895890900008,35.15727014100003,0",615,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35986526000005,35.15710587000007,0 33.35989903600006,35.15710089900006,0 33.35990106400004,35.15710692900007,0 33.35996224400003,35.15709727700005,0 33.35996791700006,35.15712261900006,0 33.35999140900003,35.15711884500007,0 33.35999448300004,35.15713091000004,0 33.36005911000007,35.15712284800003,0 33.36006906400007,35.15718078900005,0 33.36000395800005,35.15718966200006,0 33.36001138600005,35.15724077000004,0 33.35997222600003,35.15724625700005,0 33.35997482800008,35.15725993400002,0 33.35992833100005,35.15726707800008,0 33.35991313900007,35.15717895800003,0 33.35987886300006,35.15718312800004,0 33.35986526000005,35.15710587000007,0",616,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36780263400004,35.15723089200003,0 33.36757865300007,35.15723853000003,0 33.36757527400005,35.15712256700004,0 33.36764242600003,35.15712100200005,0 33.36764236700003,35.15711375300003,0 33.36762863100006,35.15711261700005,0 33.36762466300007,35.15710700200003,0 33.36762460400007,35.15709935100006,0 33.36762601900006,35.15709249600008,0 33.36762890900008,35.15708603900004,0 33.36764018000002,35.15708557600004,0 33.36764011200006,35.15707711900006,0 33.36757444200003,35.15707988500003,0 33.36757153100007,35.15696110600004,0 33.36779305900006,35.15695429200008,0 33.36780263400004,35.15723089200003,0",617,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36040179900004,35.15717142900007,0 33.36033963800003,35.15717947600007,0 33.36034171400007,35.15718993500008,0 33.36022771500007,35.15720918600005,0 33.36022929200004,35.15721884300007,0 33.36016615300008,35.15722770200006,0 33.36015733800008,35.15718385500003,0 33.36015195100003,35.15718429200007,0 33.36013591700004,35.15710826300006,0 33.36014179000006,35.15710742200002,0 33.36013352900005,35.15706960800003,0 33.36019618100005,35.15706075500003,0 33.36020075700003,35.15707563000007,0 33.36022278400003,35.15707267100004,0 33.36021975900007,35.15706503800004,0 33.36026035900005,35.15705712800008,0 33.36026144000005,35.15706638500006,0 33.36027905600002,35.15706345400002,0 33.36027544700005,35.15704736600003,0 33.36030920900004,35.15704191700007,0 33.36031536600007,35.15706685100003,0 33.36037604100005,35.15705720400007,0 33.36038218200002,35.15708093000006,0 33.36038610400004,35.15708090500004,0 33.36039853700004,35.15714204900007,0 33.36039511100006,35.15714247200003,0 33.36040179900004,35.15717142900007,0",618,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35874754400004,35.15723040200004,0 33.35867290000005,35.15722322500005,0 33.35867520100004,35.15720991500007,0 33.35862902600007,35.15720457000003,0 33.35862936500007,35.15719127200003,0 33.35859841100006,35.15718703700003,0 33.35861382600007,35.15707654500005,0 33.35876658400008,35.15709330400006,0 33.35875202300008,35.15719290700002,0 33.35875644100003,35.15719328200004,0 33.35875555300004,35.15720134500003,0 33.35875113900005,35.15720137300008,0 33.35874754400004,35.15723040200004,0",619,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36043811900004,35.15718261200004,0 33.36044516900006,35.15721213400008,0 33.36042483400007,35.15721561200007,0 33.36041715000005,35.15718583100005,0 33.36043811900004,35.15718261200004,0",620,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35927723300006,35.15714940600003,0 33.35927737500003,35.15716002100004,0 33.35924505900005,35.15716506200005,0 33.35924512200006,35.15717070200003,0 33.35922066800003,35.15717689900004,0 33.35922105200007,35.15716763100005,0 33.35926056100004,35.15715142600004,0 33.35927723300006,35.15714940600003,0",621,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36087307800005,35.15710126600004,0 33.36083006000007,35.15710959200004,0 33.36082804700004,35.15710477400006,0 33.36074688900004,35.15711978500008,0 33.36074790000004,35.15712259700007,0 33.36070732400003,35.15713050600004,0 33.36068278300007,35.15703684800008,0 33.36068033300006,35.15703686200004,0 33.36067476900007,35.15702079200003,0 33.36068062000004,35.15701834000004,0 33.36066686400005,35.15697010700006,0 33.36069912700003,35.15696346100003,0 33.36070065000007,35.15696828300003,0 33.36079745900003,35.15695035800007,0 33.36079692500005,35.15694633500004,0 33.36083214000007,35.15694087800006,0 33.36084440500008,35.15698750600006,0 33.36084830700003,35.15698587100007,0 33.36085292100006,35.15700476600006,0 33.36084853000006,35.15700640400007,0 33.36087307800005,35.15710126600004,0",622,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35865211400005,35.15703343700005,0 33.35870802200003,35.15703404500005,0 33.35875161200005,35.15705456800004,0 33.35875768400007,35.15705742700004,0 33.35874096200007,35.15708339300005,0 33.35869609500003,35.15706353400003,0 33.35865098000005,35.15706502800003,0 33.35865081900005,35.15705092600007,0 33.35865211400005,35.15703343700005,0",623,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36133339100007,35.15700172200008,0 33.36119608800004,35.15703117500004,0 33.36119101200006,35.15701470100004,0 33.36117878600004,35.15701638900003,0 33.36116413000008,35.15697461200006,0 33.36115044000007,35.15697671300006,0 33.36114429600008,35.15695219200006,0 33.36116042300006,35.15694886900008,0 33.36114979800004,35.15691753400006,0 33.36113756300006,35.15691841600005,0 33.36112687600007,35.15688144300003,0 33.36127836500003,35.15684948800003,0 33.36129923500005,35.15692263000005,0 33.36131585000004,35.15691930400004,0 33.36132805100004,35.15696069400008,0 33.36132170700006,35.15696274600003,0 33.36133339100007,35.15700172200008,0",624,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35879542600003,35.15671675500005,0 33.35882312900003,35.15660338200007,0 33.35886268400003,35.15661117000008,0 33.35886218600007,35.15661784400004,0 33.35890674700005,35.15662578400003,0 33.35891157300006,35.15660848600004,0 33.35902689200003,35.15663306700003,0 33.35902009400007,35.15665900600004,0 33.35903087900005,35.15665994900007,0 33.35902470100007,35.15668481800003,0 33.35901373700006,35.15668325800004,0 33.35901240000004,35.15668836400005,0 33.35902350600003,35.15668963200005,0 33.35901876500003,35.15670871800006,0 33.35900760700002,35.15670664900006,0 33.35899435600004,35.15675721000008,0 33.35892848900005,35.15674381500003,0 33.35892564500006,35.15675269200006,0 33.35889856500006,35.15674726900005,0 33.35890025100008,35.15673807200005,0 33.35889258100008,35.15673651200007,0 33.35889097100005,35.15674574900004,0 33.35883116000008,35.15673377500008,0 33.35883284500005,35.15672436400007,0 33.35879542600003,35.15671675500005,0",625,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35853670900008,35.15655348400003,0 33.35853788000003,35.15655066100004,0 33.35853112800004,35.15654890900004,0 33.35854661300004,35.15651301300005,0 33.35857520900004,35.15652065500007,0 33.35859678700007,35.15646797500006,0 33.35861079900008,35.15647145600008,0 33.35862545200007,35.15643580000005,0 33.35862039700004,35.15643403400003,0 33.35862837100007,35.15641356600003,0 33.35862024500005,35.15641161200006,0 33.35862949800003,35.15638517800005,0 33.35867658300003,35.15639715700007,0 33.35867871000005,35.15639163800006,0 33.35869523500003,35.15639531600004,0 33.35869736500007,35.15639002600005,0 33.35872453600007,35.15639608200007,0 33.35869959300004,35.15646230600004,0 33.35876575400005,35.15647976200006,0 33.35875460600005,35.15650919500007,0 33.35874956400005,35.15650811600006,0 33.35873867000004,35.15653617400005,0 33.35871121900004,35.15653012000007,0 33.35870561300004,35.15655342400004,0 33.35871988800005,35.15655571000008,0 33.35873102100004,35.15656290200008,0 33.35872514700003,35.15657883000006,0 33.35871289400006,35.15658316600008,0 33.35870186600005,35.15661157600005,0 33.35873658400004,35.15662050000003,0 33.35871574700008,35.15667637300004,0 33.35869735800003,35.15667249200004,0 33.35869506200004,35.15667744200005,0 33.35864377100006,35.15666349700007,0 33.35864577900003,35.15665736900007,0 33.35857209600005,35.15663684200007,0 33.35856457600005,35.15665414000006,0 33.35854144900003,35.15664770100005,0 33.35854327800007,35.15664335900004,0 33.35850581600005,35.15663302600007,0 33.35851216600003,35.15661335900006,0 33.35850265800008,35.15661083900005,0 33.35851128400003,35.15658289900006,0 33.35852349800007,35.15658536500007,0 33.35853670900008,35.15655348400003,0",626,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35894353000003,35.15655333800004,0 33.35894673300004,35.15654045100007,0 33.35889075100005,35.15653019300004,0 33.35888897400002,35.15653936800004,0 33.35885175500005,35.15653298500007,0 33.35888770300005,35.15641491400004,0 33.35892436000006,35.15642107500003,0 33.35892862400004,35.15641072300008,0 33.35902773200007,35.15643003200006,0 33.35902539900008,35.15643921400005,0 33.35909284400003,35.15645092500006,0 33.35907688200007,35.15650581500006,0 33.35908780200003,35.15650796200004,0 33.35907445100003,35.15655329100008,0 33.35906559600005,35.15655202900007,0 33.35906525300004,35.15655329300006,0 33.35905863100004,35.15657769400008,0 33.35894250700005,35.15655745700008,0 33.35894353000003,35.15655333800004,0",627,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36474278700007,35.16171633700003,0 33.36465843400004,35.16177923100003,0 33.36465151300007,35.16177279100003,0 33.36459556300008,35.16181252300004,0 33.36456914200005,35.16178840100002,0 33.36459213500007,35.16177111900004,0 33.36457545600007,35.16175625300008,0 33.36463522800005,35.16171263600006,0 33.36465233900003,35.16172948500002,0 33.36466922100004,35.16171753400005,0 33.36465203400007,35.16170053400003,0 33.36469352200004,35.16167066000003,0 33.36474278700007,35.16171633700003,0",628,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36449448200006,35.16178175700003,0 33.36449279400006,35.16178024000004,0 33.36447008500005,35.16175985600006,0 33.36451124100006,35.16172934000008,0 33.36453657100003,35.16174977000003,0 33.36449448200006,35.16178175700003,0",629,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36950112800002,35.16053418500007,0 33.36951250400006,35.16057087600007,0 33.36945356000007,35.16058270200006,0 33.36944213900006,35.16054497700003,0 33.36950112800002,35.16053418500007,0",630,1314,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37075308900006,35.15878868500005,0 33.37067306700004,35.15887357900004,0 33.37061190700007,35.15883933400005,0 33.37061806100007,35.15883283700003,0 33.37055250300006,35.15879751100005,0 33.37057626100005,35.15876702000003,0 33.37056833900004,35.15876161300002,0 33.37064658600008,35.15867040200004,0 33.37063734600002,35.15866535600003,0 33.37066283500008,35.15863576100003,0 33.37068131500007,35.15864477200006,0 33.37072191100003,35.15859471300007,0 33.37072803500007,35.15859692600003,0 33.37074923200004,35.15856799600005,0 33.37075294100004,35.15856999900007,0 33.37085556700004,35.15862539700004,0 33.37083328500006,35.15865597600003,0 33.37085654300006,35.15866891300004,0 33.37081759600005,35.15872297200008,0 33.37080300600007,35.15871549900004,0 33.37079360600006,35.15872661300006,0 33.37082065400006,35.15874237900005,0 33.37077573700003,35.15880280600004,0 33.37075308900006,35.15878868500005,0",631,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36459811100008,35.15868920400004,0 33.36454405900003,35.15871075700005,0 33.36452234000007,35.15867387900005,0 33.36457045600002,35.15865592600005,0 33.36457584900006,35.15865672900003,0 33.36458021000004,35.15865814500006,0 33.36459811100008,35.15868920400004,0",632,1314,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36279608400002,35.15936381700004,0 33.36282843100003,35.15939392900003,0 33.36278165900006,35.15942740600008,0 33.36275995400007,35.15940719700006,0 33.36274904900006,35.15939704500005,0 33.36279608400002,35.15936381700004,0",633,1314,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35882191100006,35.15775882500003,0 33.35882178600008,35.15778218200006,0 33.35882174500006,35.15778962300004,0 33.35874544700005,35.15778976100006,0 33.35874557400007,35.15775872900008,0 33.35882191100006,35.15775882500003,0",634,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35824043800005,35.15830933500007,0 33.35824253500005,35.15823497500003,0 33.35839219700006,35.15823679700003,0 33.35839276600007,35.15824364100007,0 33.35841238900008,35.15824351000003,0 33.35841108300008,35.15825801800003,0 33.35839194100004,35.15825734100002,0 33.35839248300005,35.15826176800005,0 33.35841210500007,35.15826163600008,0 33.35841170400005,35.15831064200006,0 33.35839353900008,35.15831050300005,0 33.35824043800005,35.15830933500007,0",635,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36052555200007,35.16054897600003,0 33.36043818600007,35.16060484800005,0 33.36041427100003,35.16058045300008,0 33.36041256700003,35.16058138500006,0 33.36038953600007,35.16055808700003,0 33.36039209300003,35.16055692100008,0 33.36036489300005,35.16052886600005,0 33.36036281300005,35.16053001600005,0 33.36034045400004,35.16050673200004,0 33.36034238100007,35.16050514900007,0 33.36029343400003,35.16045273700007,0 33.36030855700005,35.16044294900007,0 33.36029845700006,35.16043287300005,0 33.36032477900005,35.16041450500006,0 33.36033531800007,35.16042530000004,0 33.36035813100006,35.16040945300006,0 33.36034054100003,35.16039042100005,0 33.36040264200005,35.16034885600004,0 33.36050061200007,35.16045037800006,0 33.36046712500007,35.16047198800004,0 33.36047260600003,35.16047836500007,0 33.36046146200005,35.16048690700006,0 33.36050921400005,35.16053707900005,0 33.36051212400002,35.16053504300004,0 33.36052555200007,35.16054897600003,0",636,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35955028200004,35.16058102900007,0 33.35959312100005,35.16050717200005,0 33.35958746900008,35.16048834100008,0 33.35959918700007,35.16048542100003,0 33.35959711500004,35.16047740500005,0 33.35960690600007,35.16047691300003,0 33.35961925400005,35.16048403100007,0 33.35963516600003,35.16046580400007,0 33.35961245400006,35.16045315800005,0 33.35962270300007,35.16044087300003,0 33.35963283000007,35.16043890900005,0 33.35966207600006,35.16040970100005,0 33.35974034400005,35.16045519200003,0 33.35974522600003,35.16048889300004,0 33.35973555800007,35.16049822300005,0 33.35972636400004,35.16050634300007,0 33.35957227100005,35.16059294200005,0 33.35955028200004,35.16058102900007,0",637,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35975547100003,35.16031642700006,0 33.35975874700006,35.16033919800003,0 33.35973022100006,35.16034164400003,0 33.35973164900003,35.16034021900003,0 33.35975547100003,35.16031642700006,0",638,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35990940700003,35.15861004900006,0 33.35991804900004,35.15865066500004,0 33.35988906600005,35.15865517800006,0 33.35988098800004,35.15861334200002,0 33.35990940700003,35.15861004900006,0",639,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.36429277600007,35.16311941600003,0 33.36429177300005,35.16312014900007,0 33.36429070600008,35.16312082700006,0 33.36428958500005,35.16312144100004,0 33.36428841300005,35.16312199000004,0 33.36428719800006,35.16312247000008,0 33.36428594500006,35.16312288000006,0 33.36428466100006,35.16312321600003,0 33.36428335100004,35.16312347800005,0 33.36428202100007,35.16312366500006,0 33.36428068000004,35.16312377400004,0 33.36427933200002,35.16312380800008,0 33.36427798500006,35.16312376300004,0 33.36427664500008,35.16312364200007,0 33.36427531800007,35.16312344300008,0 33.36427401100008,35.16312317000006,0 33.36427273000004,35.16312282300004,0 33.36427148200005,35.16312240200006,0 33.36427027400004,35.16312191100008,0 33.36426910900008,35.16312135200008,0 33.36426799500003,35.16312072900007,0 33.36426693600004,35.16312004300005,0 33.36426594000005,35.16311929700004,0 33.36426500800008,35.16311849600004,0 33.36426414700003,35.16311764400007,0 33.36426336000005,35.16311674500003,0 33.36426265200004,35.16311580300004,0 33.36426202400003,35.16311482200007,0 33.36426148200007,35.16311380800005,0 33.36426102800004,35.16311276600004,0 33.36426066300004,35.16311170000006,0 33.36426038900004,35.16311061600004,0 33.36426020800008,35.16310951800006,0 33.36426012100003,35.16310841300003,0 33.36426012800007,35.16310730500004,0 33.36426022900002,35.16310620100006,0 33.36426042500006,35.16310510600005,0 33.36426071200003,35.16310402300007,0 33.36426109000007,35.16310296100005,0 33.36426155900006,35.16310192200007,0 33.36426211400004,35.16310091300005,0 33.36426275200006,35.16309993800007,0 33.36426347300005,35.16309900200002,0 33.36426427100003,35.16309810900003,0 33.36426514400006,35.16309726500003,0 33.36426608600004,35.16309647200006,0 33.36425963800008,35.16309016800005,0 33.36415210300004,35.16317045200003,0 33.36409403800008,35.16312434100007,0 33.36410147700008,35.16311911400004,0 33.36395956800004,35.16300647800006,0 33.36392627000004,35.16303381600005,0 33.36382137900006,35.16294786600003,0 33.36396126100004,35.16283162900004,0 33.36393488300007,35.16280893300007,0 33.36403994300008,35.16271844900007,0 33.36407241400008,35.16274480200008,0 33.36408610800004,35.16273372400008,0 33.36411644300006,35.16275777000004,0 33.36409108000004,35.16278102800004,0 33.36411914700005,35.16280452700005,0 33.36415804100005,35.16283629300006,0 33.36416954400005,35.16282556200008,0 33.36422476000007,35.16287080700005,0 33.36421273500002,35.16288067900007,0 33.36436586100007,35.16301232200004,0 33.36428914600003,35.16306907300003,0 33.36430117300006,35.16307864600003,0 33.36430014000007,35.16308289500006,0 33.36430532000003,35.16308402600004,0 33.36431325800004,35.16307807600003,0 33.36432880400002,35.16309109700006,0 33.36429277600007,35.16311941600003,0",640,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37163737200007,35.15917060900006,0 33.37171400600005,35.15920574800003,0 33.37169261700007,35.15923719800003,0 33.37165919200004,35.15922011600003,0 33.37137790900005,35.15961969400007,0 33.37105537300005,35.15946999600004,0 33.37107928000006,35.15943616600004,0 33.37135911900003,35.15956660900002,0 33.37163737200007,35.15917060900006,0",641,1310,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37111397000007,35.15938318800005,0 33.37115721900005,35.15932149600008,0 33.37119943300007,35.15934034200006,0 33.37115613400005,35.15940404700007,0 33.37111397000007,35.15938318800005,0",642,1310,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37156829400004,35.15888805500003,0 33.37185536200008,35.15902572900006,0 33.37175062600005,35.15917334900007,0 33.37127786700006,35.15895061000003,0 33.37109727500007,35.15920729500004,0 33.37084903600004,35.15908866800004,0 33.37128604000003,35.15846669800004,0 33.37149789200004,35.15856778000006,0 33.37150810000003,35.15855184800006,0 33.37145960900006,35.15852927200007,0 33.37150488700007,35.15846441200006,0 33.37153348600003,35.15847819100003,0 33.37155072000007,35.15845593600005,0 33.37162295600007,35.15849019500007,0 33.37156094400007,35.15857691500003,0 33.37154540500006,35.15857060800005,0 33.37138514100008,35.15880021800007,0 33.37156829400004,35.15888805500003,0",643,1310,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37160602600005,35.15877540900004,0 33.37163107200007,35.15879395800005,0 33.37166413500006,35.15880580000004,0 33.37163449400003,35.15891241300005,0 33.37156829400004,35.15888805500003,0 33.37151081800005,35.15885552700007,0 33.37160602600005,35.15877540900004,0",644,1310,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.37111470500003,35.15851087300007,0 33.37106244300003,35.15858004600005,0 33.37105514800004,35.15857750400005,0 33.37098563500007,35.15866933900003,0 33.37092706300007,35.15863772800003,0 33.37099600400006,35.15854910700006,0 33.37098439700003,35.15854246400005,0 33.37104014300007,35.15847133800003,0 33.37111470500003,35.15851087300007,0",645,1310,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35024131300003,35.16664228000008,0 33.35018496700008,35.16666506200005,0 33.35017836900005,35.16665711900004,0 33.35014868000008,35.16666692500007,0 33.35015071900006,35.16666971000007,0 33.35016098300002,35.16666791100005,0 33.35016495300005,35.16666945200007,0 33.35016898900005,35.16667341000004,0 33.35016958800003,35.16667743100004,0 33.35016620600004,35.16667950800007,0 33.35016239000004,35.16668360700004,0 33.35016246600003,35.16668642700006,0 33.35017459500006,35.16668096800004,0 33.35023855800006,35.16679469300004,0 33.35014724300004,35.16683181200006,0 33.35012917200004,35.16679908400005,0 33.34976150100005,35.16693229000003,0 33.34977174300008,35.16694782800005,0 33.34979801100008,35.16693848500006,0 33.34984971900008,35.16703470400006,0 33.34975876100003,35.16706738700003,0 33.34973517000003,35.16703032100003,0 33.34970502700003,35.16704175000007,0 33.34970963000006,35.16704852000004,0 33.34959338200008,35.16709052900006,0 33.34954185900006,35.16700115600003,0 33.34960167600008,35.16697911400007,0 33.34960685500005,35.16698910000008,0 33.34963748900003,35.16697766300007,0 33.34963442300006,35.16697328200007,0 33.34962508700005,35.16697304800005,0 33.34962111500005,35.16697150700003,0 33.34961756000007,35.16696713700003,0 33.34962086600007,35.16696223900004,0 33.34962617900004,35.16695891900002,0 33.34962359300005,35.16695412800004,0 33.34960217900004,35.16696136800005,0 33.34954021000004,35.16684880500003,0 33.34963312200006,35.16681568700005,0 33.34964714700004,35.16684405500007,0 33.34982707600005,35.16677792600007,0 33.34983168800005,35.16678509900004,0 33.34985698400004,35.16677617800008,0 33.34985734400004,35.16677133500008,0 33.34986067100004,35.16676724300004,0 33.34986355100006,35.16676477300007,0 33.34986995400004,35.16676546300005,0 33.34987744800003,35.16677016600005,0 33.34989196400005,35.16679852500005,0 33.34991733500004,35.16679242400005,0 33.34989760800005,35.16675287300006,0 33.35001731600005,35.16670772800006,0 33.35000992800008,35.16669320600005,0 33.34998460000003,35.16670091800006,0 33.34993140000006,35.16660392700004,0 33.35002135600007,35.16657086700008,0 33.35004035300005,35.16660156100005,0 33.35019162600003,35.16654805200005,0 33.35024131300003,35.16664228000008,0",646,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.34906275900005,35.16680119600005,0 33.34905250700007,35.16680318200002,0 33.34905863900008,35.16682482600004,0 33.34901959100006,35.16683223700005,0 33.34902168100007,35.16683799000003,0 33.34893975400007,35.16685368300006,0 33.34893831700003,35.16684765800005,0 33.34892479200005,35.16685022500008,0 33.34887916600007,35.16668824400006,0 33.34901195600003,35.16666004700005,0 33.34901696000003,35.16667770700008,0 33.34902692300005,35.16667548800007,0 33.34906275900005,35.16680119600005,0",647,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35084518800005,35.16677407200007,0 33.35082345300003,35.16678664700004,0 33.35081425000004,35.16678079000008,0 33.35083273400005,35.16676885500004,0 33.35084518800005,35.16677407200007,0",648,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.34929957200006,35.16672716900007,0 33.34929412700006,35.16671631200006,0 33.34926233300007,35.16672990900003,0 33.34926019400007,35.16672640400003,0 33.34924950700003,35.16673013200006,0 33.34924068200007,35.16671566900004,0 33.34924896400003,35.16671259900005,0 33.34924094100006,35.16669704000003,0 33.34923586500003,35.16669835600004,0 33.34922570200007,35.16668038700004,0 33.34923218400007,35.16667787000006,0 33.34922248700008,35.16666197700005,0 33.34922882600006,35.16665969500008,0 33.34921236100007,35.16662911600002,0 33.34927828800005,35.16660534200003,0 33.34927430900007,35.16659638000004,0 33.34929865000004,35.16658781500007,0 33.34929201100005,35.16657539500005,0 33.34928622400003,35.16657763200004,0 33.34927429300007,35.16655766900004,0 33.34928124800007,35.16655522300005,0 33.34926881700005,35.16653200000008,0 33.34926186300004,35.16653404000005,0 33.34923101100003,35.16648431800007,0 33.34921811400005,35.16648850400003,0 33.34920520500003,35.16646267400006,0 33.34919056900003,35.16644980200005,0 33.34919830700005,35.16644691500005,0 33.34919215100007,35.16643504800004,0 33.34917578900007,35.16644115000003,0 33.34915959400007,35.16641345400007,0 33.34916830500004,35.16641013600003,0 33.34915129500007,35.16638147000003,0 33.34919092600006,35.16636625400003,0 33.34917589200006,35.16634187600005,0 33.34924748200007,35.16631406600004,0 33.34927961100004,35.16636773400006,0 33.34929365100004,35.16636238600006,0 33.34931010000003,35.16639105800005,0 33.34927291600008,35.16640492600004,0 33.34928629400002,35.16642917900003,0 33.34932569400007,35.16641438500005,0 33.34934097900003,35.16644119000006,0 33.34935075500005,35.16643792900004,0 33.34936604000006,35.16646698800003,0 33.34932060800003,35.16648629600007,0 33.34932798400007,35.16649838500007,0 33.34936647400008,35.16648493900004,0 33.34937193700006,35.16649479100005,0 33.34938695100004,35.16648941200003,0 33.34941727700004,35.16654314300007,0 33.34943119800005,35.16653754100003,0 33.34945849700006,35.16659000100003,0 33.34935802400003,35.16662905500004,0 33.34936241000003,35.16663701300007,0 33.34933867600006,35.16664576100004,0 33.34936572400005,35.16670193000005,0 33.34929957200006,35.16672716900007,0",649,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35121250200007,35.16652326000008,0 33.35104680600006,35.16662545800006,0 33.35103901300005,35.16661697800004,0 33.35096043400006,35.16666452500004,0 33.35088944300003,35.16658314500006,0 33.35096584800004,35.16653736000006,0 33.35094657000008,35.16651638200005,0 33.35103159600004,35.16646403500005,0 33.35104219300007,35.16647432800005,0 33.35112580900005,35.16642442700004,0 33.35121250200007,35.16652326000008,0",650,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.34900715600003,35.16663115400007,0 33.34897756700008,35.16663659900007,0 33.34897553300004,35.16662040900008,0 33.34900385400005,35.16661465700003,0 33.34900715600003,35.16663115400007,0",651,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35062375600006,35.16654913800005,0 33.35050947300005,35.16658988900008,0 33.35049097600006,35.16655476400007,0 33.35049947100004,35.16655159400006,0 33.35049429400004,35.16654176200007,0 33.35029074300007,35.16661801200007,0 33.35024304100006,35.16652455500002,0 33.35042389400007,35.16645761700005,0 33.35042807000008,35.16646681200007,0 33.35045038500005,35.16645838000005,0 33.35043209800006,35.16642365200005,0 33.35042371200007,35.16642703100007,0 33.35040077300005,35.16638347000003,0 33.35051506900004,35.16634312600007,0 33.35062375600006,35.16654913800005,0",652,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.34901374600003,35.16659916600003,0 33.34893649000003,35.16661104300005,0 33.34893369900004,35.16659860100003,0 33.34888621500005,35.16660389400005,0 33.34887994800005,35.16656391100003,0 33.34886847300004,35.16656512700007,0 33.34886271600004,35.16653379900004,0 33.34887495200007,35.16653204600004,0 33.34886782200005,35.16648656000007,0 33.34898175300003,35.16646918500004,0 33.34901374600003,35.16659916600003,0",653,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.34986103200004,35.16656616700004,0 33.34983480800003,35.16653294200006,0 33.34986874200007,35.16651839600007,0 33.34987442400006,35.16652877000007,0 33.34990891000007,35.16651525100008,0 33.34992963000008,35.16654591800005,0 33.34986629400004,35.16657283700005,0 33.34986467500005,35.16657078300005,0 33.34986103200004,35.16656616700004,0",654,1300,2,BLDGGF,Ισόγειο Κτίριο,24
