Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΚΤΗΡΙΟΥ,ΚΩΔΙΚΟΣ ΥΨΟΥΣ ΚΤΗΡΙΟΥ,DXF_LAYER,Περιγραφή Κτηρίου,SYMBOL
BLDGGF," 33.35260600700008,35.16184964200005,0 33.35266145900005,35.16184253400007,0 33.35266423100006,35.16186663100007,0 33.35261000400004,35.16187167600003,0 33.35260600700008,35.16184964200005,0",931,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35109524300003,35.16183797200006,0 33.35114612400002,35.16182727500006,0 33.35113845300003,35.16180176400007,0 33.35128579500002,35.16177589800003,0 33.35127213500005,35.16172616700004,0 33.35134947900008,35.16171281300007,0 33.35139074100005,35.16170568900003,0 33.35142173800006,35.16181872000004,0 33.35137959900004,35.16182583700004,0 33.35130294600003,35.16183878400005,0 33.35114913600006,35.16186476400003,0 33.35110347400007,35.16187260600003,0 33.35110026600006,35.16185971200008,0 33.35109524300003,35.16183797200006,0",932,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35267349800006,35.16184099000003,0 33.35266145900005,35.16184253400007,0 33.35260600700008,35.16184964200005,0 33.35246818700006,35.16186731100004,0 33.35246706200007,35.16185363600005,0 33.35246437600006,35.16182096000006,0 33.35246231400004,35.16179588500006,0 33.35263302100003,35.16177698400003,0 33.35262494500006,35.16172425200006,0 33.35266024500004,35.16171992600005,0 33.35266563500005,35.16176915900007,0 33.35267349800006,35.16184099000003,0",933,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35339331400007,35.16185330300004,0 33.35336342500006,35.16175719400007,0 33.35336990800005,35.16175588400006,0 33.35335131300008,35.16169730700005,0 33.35348038200004,35.16167122000007,0 33.35349919100003,35.16174007700005,0 33.35349469600004,35.16174098500005,0 33.35350616700004,35.16178617500003,0 33.35346991300003,35.16179314800007,0 33.35348357400005,35.16183872800008,0 33.35339331400007,35.16185330300004,0",934,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35159952400005,35.16168486900006,0 33.35167092800003,35.16167474500003,0 33.35167716700005,35.16167439000003,0 33.35168542300005,35.16171559700007,0 33.35157600500003,35.16172738600005,0 33.35159549200006,35.16179477400004,0 33.35170987200007,35.16177318800004,0 33.35171910900004,35.16180478800004,0 33.35149094200006,35.16185522300003,0 33.35146041600007,35.16175320200006,0 33.35144608200005,35.16170578400005,0 33.35159952400005,35.16168486900006,0",935,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35075080600007,35.16180259000004,0 33.35077144900004,35.16180013700006,0 33.35079033900007,35.16179837800007,0 33.35079055400007,35.16180047000006,0 33.35079616600007,35.16185200400003,0 33.35078018400003,35.16185417200006,0 33.35075683200006,35.16185734000004,0 33.35075080600007,35.16180259000004,0",936,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35208888000005,35.16182254200004,0 33.35202510700003,35.16183014900003,0 33.35202123800008,35.16180266700008,0 33.35205704700007,35.16179866500005,0 33.35208374800004,35.16179568200005,0 33.35208888000005,35.16182254200004,0",937,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35208374800004,35.16179568200005,0 33.35205704700007,35.16179866500005,0 33.35205191000006,35.16177235700008,0 33.35197439800004,35.16177832500006,0 33.35196470100004,35.16171070100006,0 33.35193231500006,35.16171338800007,0 33.35192537600005,35.16166067500006,0 33.35192995100005,35.16166235700007,0 33.35204925700003,35.16165266700006,0 33.35207451600007,35.16175740200004,0 33.35208374800004,35.16179568200005,0",938,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35231883500006,35.16159763900004,0 33.35246791200007,35.16157071300006,0 33.35247553900007,35.16160330600008,0 33.35248090700003,35.16160418800007,0 33.35248944300002,35.16164125200004,0 33.35248600800003,35.16164160200003,0 33.35248590000003,35.16164682100003,0 33.35244020700003,35.16165458700004,0 33.35244554100007,35.16168076300005,0 33.35249808600003,35.16167309700006,0 33.35250631000002,35.16170525400003,0 33.35245383600005,35.16171303800007,0 33.35246134200003,35.16178406700004,0 33.35236169900003,35.16179752700003,0 33.35231532900008,35.16159827200005,0 33.35231883500006,35.16159763900004,0",939,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35273312800007,35.16176316200006,0 33.35273553700006,35.16178989400004,0 33.35270172400004,35.16179250100004,0 33.35269836600003,35.16176720500005,0 33.35271612700007,35.16176513900007,0 33.35273312800007,35.16176316200006,0",940,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35269753900008,35.16163595900008,0 33.35270373700007,35.16169784000005,0 33.35270744200005,35.16173482900007,0 33.35269223200004,35.16173618900007,0 33.35269836600003,35.16176720500005,0 33.35266563500005,35.16176915900007,0 33.35266024500004,35.16171992600005,0 33.35265689900007,35.16168936600008,0 33.35265566600003,35.16167810500008,0 33.35265055100007,35.16163137800004,0 33.35269753900008,35.16163595900008,0",941,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35276711000006,35.16176013800003,0 33.35276069800005,35.16171842900008,0 33.35275682000003,35.16171676000005,0 33.35275499700003,35.16169422300004,0 33.35280099200003,35.16169097800002,0 33.35280335900006,35.16171551000008,0 33.35286373600007,35.16170961500006,0 33.35286887000007,35.16175108200008,0 33.35276711000006,35.16176013800003,0",942,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35123938300006,35.16159153900003,0 33.35135575500004,35.16157230000005,0 33.35139074100005,35.16170568900003,0 33.35134947900008,35.16171281300007,0 33.35127213500005,35.16172616700004,0 33.35107712200005,35.16175954300007,0 33.35106245800006,35.16176205200003,0 33.35105467900007,35.16172272200004,0 33.35113490800006,35.16171099900004,0 33.35113056400007,35.16168592900004,0 33.35125601100003,35.16166563600007,0 33.35123938300006,35.16159153900003,0",943,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35187830800004,35.16166295100004,0 33.35189216600003,35.16169185100006,0 33.35191029900005,35.16169134400008,0 33.35191569600005,35.16173319600006,0 33.35187841700008,35.16173580200007,0 33.35187685500006,35.16173979300004,0 33.35170410400008,35.16175345800008,0 33.35169324900005,35.16171632500004,0 33.35168690300003,35.16171541900008,0 33.35168542300005,35.16171559700007,0 33.35167716700005,35.16167439000003,0 33.35187830800004,35.16166295100004,0",944,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35286373600007,35.16170961500006,0 33.35280335900006,35.16171551000008,0 33.35280099200003,35.16169097800002,0 33.35275499700003,35.16169422300004,0 33.35275197300007,35.16167251300004,0 33.35274708800006,35.16167203200007,0 33.35274484100006,35.16164057100008,0 33.35285413100007,35.16163228600004,0 33.35286373600007,35.16170961500006,0",945,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35149830400007,35.16158945200004,0 33.35152210400003,35.16166545600004,0 33.35157325800003,35.16165625500003,0 33.35157881600003,35.16167399300008,0 33.35159507500003,35.16167168000004,0 33.35159952400005,35.16168486900006,0 33.35144608200005,35.16170578400005,0 33.35141200500004,35.16159305400004,0 33.35149371300003,35.16157612400008,0 33.35149830400007,35.16158945200004,0",946,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35062871100007,35.16168456700007,0 33.35051206600008,35.16170487600004,0 33.35049139700004,35.16163460500007,0 33.35056638300006,35.16162063100006,0 33.35056047500007,35.16159774300007,0 33.35060134000003,35.16159007400006,0 33.35062871100007,35.16168456700007,0",947,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35265566600003,35.16167810500008,0 33.35265689900007,35.16168936600008,0 33.35263548700004,35.16169189800007,0 33.35263379100007,35.16168062900005,0 33.35265566600003,35.16167810500008,0",948,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35158570100003,35.16164389200003,0 33.35158114400008,35.16162739600003,0 33.35156943000004,35.16158498900006,0 33.35164648300003,35.16157141200006,0 33.35167092800003,35.16167474500003,0 33.35159952400005,35.16168486900006,0 33.35159507500003,35.16167168000004,0 33.35158570100003,35.16164389200003,0",949,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35158114400008,35.16162739600003,0 33.35158570100003,35.16164389200003,0 33.35155769100004,35.16164785200004,0 33.35155338800007,35.16163219800006,0 33.35158114400008,35.16162739600003,0",950,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35152137000006,35.16146409200007,0 33.35152682000006,35.16148439600005,0 33.35151503100008,35.16148580800007,0 33.35153864600005,35.16156531900003,0 33.35154996400007,35.16156309600007,0 33.35155857300003,35.16159295900008,0 33.35155659500003,35.16159373000005,0 33.35155834700004,35.16160259400004,0 33.35154594500006,35.16160511500004,0 33.35153961800006,35.16158209300005,0 33.35149830400007,35.16158945200004,0 33.35149371300003,35.16157612400008,0 33.35141200500004,35.16159305400004,0 33.35139027600008,35.16152117200005,0 33.35138032100008,35.16149532600008,0 33.35152137000006,35.16146409200007,0",951,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35156665000005,35.16145079600005,0 33.35161561600006,35.16144093800006,0 33.35164082800003,35.16154750900006,0 33.35155671100006,35.16156309400003,0 33.35153111700004,35.16148355300004,0 33.35157343800006,35.16147500600005,0 33.35156665000005,35.16145079600005,0",952,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35316961500007,35.16149644900003,0 33.35323325900004,35.16148751700007,0 33.35324630300005,35.16153759600007,0 33.35318259800005,35.16154629900007,0 33.35316961500007,35.16149644900003,0",953,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35009766000007,35.16148435000008,0 33.35012860300003,35.16147718800005,0 33.35013612800003,35.16150008000005,0 33.35010959700003,35.16150818500006,0 33.35009970000004,35.16148746600004,0 33.35009766000007,35.16148435000008,0",954,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35136249700003,35.16143037400008,0 33.35135191700005,35.16139182400008,0 33.35135024400006,35.16138950500005,0 33.35134995900006,35.16138844900007,0 33.35143270100008,35.16137336200006,0 33.35143867500005,35.16139939900006,0 33.35145210700006,35.16139625800003,0 33.35145952600004,35.16142946600007,0 33.35148740600005,35.16142352100007,0 33.35148915200006,35.16143426900004,0 33.35153443000007,35.16142299100005,0 33.35154330800003,35.16145577200007,0 33.35153514700005,35.16145751200003,0 33.35153309700007,35.16146149500003,0 33.35152137000006,35.16146409200007,0 33.35138032100008,35.16149532600008,0 33.35137186300005,35.16146450100007,0 33.35138925500007,35.16146003800003,0 33.35137972200005,35.16142774700006,0 33.35136249700003,35.16143037400008,0",955,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35322556600005,35.16145626100007,0 33.35319990800008,35.16137315200007,0 33.35340415500008,35.16133909400003,0 33.35341613100007,35.16138954500008,0 33.35340963100003,35.16139062900004,0 33.35343144100006,35.16147096300006,0 33.35330985100006,35.16148924700008,0 33.35329865400007,35.16144395900005,0 33.35322556600005,35.16145626100007,0",956,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35053299600003,35.16141156600003,0 33.35022338500005,35.16148061900003,0 33.35021586100004,35.16145713300006,0 33.35024445700003,35.16145044000007,0 33.35024230600004,35.16143915200007,0 33.35030885600003,35.16142393000007,0 33.35030702500006,35.16141907700006,0 33.35032625100007,35.16141461600006,0 33.35032594200004,35.16140778200003,0 33.35043404100003,35.16138279400008,0 33.35043721000005,35.16139325300003,0 33.35048402000007,35.16138286600005,0 33.35047134900003,35.16134247100007,0 33.35050783100007,35.16133310200007,0 33.35053299600003,35.16141156600003,0",957,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35447760100004,35.15989494500008,0 33.35444805500003,35.15990583800004,0 33.35441547500005,35.15986028300006,0 33.35444757500005,35.15984862500005,0 33.35447760100004,35.15989494500008,0",958,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35786381700007,35.15977773800006,0 33.35786579300003,35.15977738700008,0 33.35788037100008,35.15984170400003,0 33.35786569500004,35.15984543000008,0 33.35786831400003,35.15985990200005,0 33.35780809600004,35.15987079600006,0 33.35778918400007,35.15979103200004,0 33.35786381700007,35.15977773800006,0",959,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35408514000005,35.15977753100003,0 33.35412659200006,35.15976786700003,0 33.35412398100004,35.15975573400004,0 33.35421573000008,35.15973577100004,0 33.35424167200006,35.15982769800007,0 33.35418795300006,35.15983752600005,0 33.35419337600007,35.15985454700007,0 33.35413619500002,35.15986551600003,0 33.35412671300003,35.15983552700004,0 33.35410257800004,35.15983948800005,0 33.35408514000005,35.15977753100003,0",960,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35750257100006,35.15978789800005,0 33.35750717000008,35.15978717300004,0 33.35753379200003,35.15978297100003,0 33.35753797600006,35.15980548600004,0 33.35756785100006,35.15980044400004,0 33.35757605000003,35.15982868300006,0 33.35754606000006,35.15983398000003,0 33.35751369100007,35.15983969800004,0 33.35750718100007,35.15980931600006,0 33.35750257100006,35.15978789800005,0",961,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35455097000005,35.15983412400004,0 33.35453802800004,35.15980487200005,0 33.35444983000008,35.15983779500004,0 33.35438488600005,35.15971892100004,0 33.35453584800007,35.15966828700005,0 33.35461187100003,35.15981315600004,0 33.35455097000005,35.15983412400004,0",962,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35701000900008,35.15982968600008,0 33.35699937800007,35.15978553900004,0 33.35700731000003,35.15978287000007,0 33.35700024900007,35.15975249800005,0 33.35704912200004,35.15974376300005,0 33.35704467600004,35.15972594100003,0 33.35709845100007,35.15971770300007,0 33.35709400800005,35.15969988000006,0 33.35714780500007,35.15969083400006,0 33.35715575500007,35.15972485100008,0 33.35716856800008,35.15972348500003,0 33.35718643300004,35.15979155900004,0 33.35708871000003,35.15980781900004,0 33.35708997100005,35.15981590700005,0 33.35701000900008,35.15982968600008,0",963,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35778918400007,35.15979103200004,0 33.35773990600006,35.15979973700007,0 33.35772099300004,35.15980307800004,0 33.35771379900007,35.15977686700006,0 33.35774906300003,35.15977138600005,0 33.35774190400008,35.15974607400005,0 33.35777699000005,35.15974087200004,0 33.35778918400007,35.15979103200004,0",964,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35777699000005,35.15974087200004,0 33.35776578800005,35.15969479100005,0 33.35778397100006,35.15969223900004,0 33.35779059800007,35.15971393000007,0 33.35783124400007,35.15970720300004,0 33.35784353400004,35.15975220100006,0 33.35785627400003,35.15975090300003,0 33.35786381700007,35.15977773800006,0 33.35778918400007,35.15979103200004,0 33.35777699000005,35.15974087200004,0",965,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35598620900004,35.15976760200005,0 33.35587670700005,35.15978684500004,0 33.35587170700006,35.15977184000008,0 33.35584454900004,35.15977776300008,0 33.35583851400003,35.15976475300005,0 33.35583114300005,35.15976501300003,0 33.35582819900003,35.15976495600006,0 33.35582385800007,35.15976205200008,0 33.35582161900004,35.15975395000004,0 33.35582221800007,35.15974993200007,0 33.35582673000005,35.15974639300003,0 33.35583026100005,35.15974283400004,0 33.35582852400006,35.15973433900007,0 33.35581022000002,35.15973962600003,0 33.35579307800003,35.15968288600004,0 33.35586859700004,35.15966741800003,0 33.35587133800004,35.15967512600003,0 33.35597892800007,35.15965382800005,0 33.35600598000008,35.15974420900005,0 33.35598031300003,35.15974935500003,0 33.35598620900004,35.15976760200005,0",966,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35750710400004,35.15966192700006,0 33.35750116600008,35.15963511600006,0 33.35750709000007,35.15963419400003,0 33.35770738900004,35.15960300200004,0 33.35773682300004,35.15973081400006,0 33.35767070500003,35.15974134400005,0 33.35766609500007,35.15972446900003,0 33.35765139000006,35.15972578100008,0 33.35763707000007,35.15967515700004,0 33.35759397000004,35.15968230400006,0 33.35760731600004,35.15973333900007,0 33.35759115700006,35.15973627100004,0 33.35759576400005,35.15975274300007,0 33.35752964300008,35.15976367700006,0 33.35750710400004,35.15966192700006,0",967,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35792469200004,35.15955304800008,0 33.35793592200002,35.15955107800005,0 33.35794389400007,35.15956189200006,0 33.35795187100007,35.15957310700003,0 33.35795444900003,35.15958395900003,0 33.35798650200007,35.15972744300007,0 33.35797795400004,35.15972911000006,0 33.35791161000003,35.15974205800006,0 33.35788784400006,35.15963716200002,0 33.35788099000007,35.15963841800004,0 33.35789081300004,35.15968222700008,0 33.35780169900005,35.15969774900003,0 33.35777091100005,35.15958001200005,0 33.35792469200004,35.15955304800008,0",968,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35622824800004,35.15962075000005,0 33.35624845000007,35.15969206400007,0 33.35622474200005,35.15969724900003,0 33.35622878500004,35.15971143100006,0 33.35617402900004,35.15972085400006,0 33.35617315600007,35.15971680600006,0 33.35611095500008,35.15972930800007,0 33.35609646200004,35.15968349300005,0 33.35610091000007,35.15968237000004,0 33.35608957300008,35.15964709400004,0 33.35622824800004,35.15962075000005,0",969,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35529339200008,35.15948311700004,0 33.35537497900003,35.15944158000008,0 33.35555104800005,35.15966613500007,0 33.35545295000003,35.15971903600007,0 33.35541117300005,35.15966625900006,0 33.35540568100004,35.15966977900007,0 33.35531785000006,35.15955931800005,0 33.35532434400005,35.15955501100007,0 33.35528296900003,35.15950587700007,0 33.35529339200008,35.15948311700004,0",970,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35637221300004,35.15968943800004,0 33.35636185700002,35.15965417200005,0 33.35634509200003,35.15965667000006,0 33.35631529500006,35.15955856000005,0 33.35634789500006,35.15955153300007,0 33.35634476100006,35.15954018800005,0 33.35636794900006,35.15953620200003,0 33.35636260700005,35.15951554500003,0 33.35632357000003,35.15952446500006,0 33.35631639400003,35.15949893600003,0 33.35630898900007,35.15950040500007,0 33.35630447800003,35.15948540700003,0 33.35631337700005,35.15948316100003,0 33.35630746900006,35.15946531400005,0 33.35645416800003,35.15943388500006,0 33.35645910600005,35.15945131000007,0 33.35646596800007,35.15945184400005,0 33.35646950800003,35.15946642100005,0 33.35646453500004,35.15946874400004,0 33.35647229100005,35.15949106100004,0 33.35647971900005,35.15948878500007,0 33.35648840200003,35.15951313500005,0 33.35646866900004,35.15951638200005,0 33.35647133600003,35.15952691100006,0 33.35649305200008,35.15952289700005,0 33.35649806700008,35.15953750400007,0 33.35650400100008,35.15953600600005,0 33.35650947400006,35.15955183000006,0 33.35649120200003,35.15955550800004,0 33.35649848800006,35.15957701000008,0 33.35651427300007,35.15957449300004,0 33.35652472800007,35.15960613300007,0 33.35652126900004,35.15960687200004,0 33.35652485400004,35.15961984000006,0 33.35651002900005,35.15962318100003,0 33.35652085800007,35.15965926200005,0 33.35637221300004,35.15968943800004,0",971,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35571130300008,35.15960526800006,0 33.35574395100008,35.15958684100008,0 33.35576749600006,35.15964814500006,0 33.35573345100005,35.15965863100007,0 33.35571130300008,35.15960526800006,0",972,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35411351900007,35.15965364400006,0 33.35410547400005,35.15962489600003,0 33.35415280500007,35.15961534400003,0 33.35415938000006,35.15964406300003,0 33.35411351900007,35.15965364400006,0",973,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35661798900003,35.15947935900005,0 33.35666192100007,35.15947133900005,0 33.35666036300006,35.15945599300005,0 33.35668798600005,35.15945168800005,0 33.35669195600008,35.15946869400005,0 33.35676208300004,35.15945472900006,0 33.35679701800007,35.15960051000008,0 33.35665539400003,35.15962437800005,0 33.35665195900003,35.15960577000004,0 33.35660603000008,35.15961496000006,0 33.35658730900008,35.15954325600006,0 33.35663071600004,35.15953643500006,0 33.35661798900003,35.15947935900005,0",974,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35628711200008,35.15960541100003,0 33.35625349200006,35.15961317600005,0 33.35624633300006,35.15958684400005,0 33.35622313900007,35.15959123400006,0 33.35621454200003,35.15956366700004,0 33.35627022000006,35.15955238600003,0 33.35628711200008,35.15960541100003,0",975,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35411087400007,35.15949855700006,0 33.35413817100005,35.15959452300007,0 33.35404157400006,35.15961278300006,0 33.35401526000004,35.15951683900005,0 33.35411087400007,35.15949855700006,0",976,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35691682600003,35.15958401600005,0 33.35689054900007,35.15948153900007,0 33.35702082600005,35.15945945200008,0 33.35704613700005,35.15956151000006,0 33.35691682600003,35.15958401600005,0",977,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35595021600005,35.15947041700008,0 33.35597702900003,35.15954042700002,0 33.35593945100004,35.15955072300005,0 33.35591498200006,35.15949030500008,0 33.35595021600005,35.15947041700008,0",978,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35652854900008,35.15947324500007,0 33.35658982000007,35.15946332800007,0 33.35659743700006,35.15949163700003,0 33.35657374800007,35.15949560500008,0 33.35658132500004,35.15952397200005,0 33.35654445300003,35.15953056900003,0 33.35653773500007,35.15950635700006,0 33.35652854900008,35.15947324500007,0",979,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35541498600003,35.15939521800004,0 33.35550704800005,35.15934743500003,0 33.35551419000007,35.15935562800007,0 33.35554655800007,35.15933812000003,0 33.35560114100008,35.15940765000005,0 33.35559613800007,35.15941118000006,0 33.35561697900005,35.15943937700007,0 33.35549949400007,35.15950157800006,0 33.35541498600003,35.15939521800004,0",980,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35687807000005,35.15947041800007,0 33.35681969800004,35.15948582300007,0 33.35680625700007,35.15943679800006,0 33.35689418400006,35.15941833200003,0 33.35690016100006,35.15943376200005,0 33.35691253200002,35.15943037100004,0 33.35691519000005,35.15944130400004,0 33.35687119400006,35.15945174700005,0 33.35687807000005,35.15947041800007,0",981,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35750700800003,35.15947635800006,0 33.35750566000007,35.15947649200007,0 33.35750430600007,35.15947656600002,0 33.35750294900004,35.15947658300007,0 33.35750159200006,35.15947654100006,0 33.35750024000004,35.15947644200003,0 33.35749889500005,35.15947628300006,0 33.35749756400003,35.15947606700007,0 33.35749624700003,35.15947579500005,0 33.35749494900006,35.15947546600006,0 33.35749367500006,35.15947508200003,0 33.35749242600008,35.15947464300007,0 33.35749120800006,35.15947415200003,0 33.35749002200004,35.15947360900003,0 33.35748887200003,35.15947301600005,0 33.35748776200006,35.15947237400008,0 33.35748669500003,35.15947168500003,0 33.35748567200005,35.15947095100006,0 33.35748469800006,35.15947017500002,0 33.35748377500005,35.15946935700004,0 33.35748290500004,35.15946850000006,0 33.35748209000008,35.15946760900005,0 33.35748133400006,35.15946668300006,0 33.35748063800003,35.15946572500008,0 33.35748000300004,35.15946474000003,0 33.35747943300004,35.15946372800005,0 33.35747892800004,35.15946269300008,0 33.35747848900007,35.15946163700005,0 33.35747811800007,35.15946056500007,0 33.35747781600003,35.15945947800003,0 33.35747758300005,35.15945837900006,0 33.35747742200005,35.15945727200005,0 33.35747734200004,35.15945636000004,0 33.35747478800005,35.15944099000006,0 33.35746637400007,35.15944325300006,0 33.35745557400003,35.15938538900008,0 33.35746150000006,35.15938429000005,0 33.35744664200007,35.15931224100007,0 33.35750692000005,35.15930403900006,0 33.35762535300006,35.15928792300008,0 33.35764089900005,35.15935828900007,0 33.35758650900004,35.15936592300005,0 33.35758610300007,35.15937317400005,0 33.35756945000003,35.15937611100003,0 33.35756741100005,35.15936968200003,0 33.35754877100004,35.15937062000006,0 33.35755298000004,35.15939475100004,0 33.35758482900008,35.15939009700003,0 33.35758275200004,35.15938044600006,0 33.35766018800007,35.15937104000005,0 33.35767930000003,35.15945265100004,0 33.35764206400006,35.15945815000003,0 33.35764003600008,35.15945252700004,0 33.35760134200007,35.15945924600004,0 33.35760192200007,35.15946689300006,0 33.35756272800006,35.15947280800003,0 33.35756120900004,35.15946879300003,0 33.35750700800003,35.15947635800006,0",982,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35329731500008,35.15934486900005,0 33.35340149000007,35.15926271500007,0 33.35343837200003,35.15929442200007,0 33.35344942300003,35.15928456800003,0 33.35350452000006,35.15933152400004,0 33.35346089300003,35.15936773200008,0 33.35346853400006,35.15937512600004,0 33.35343593800008,35.15940228400007,0 33.35343306300007,35.15939981200006,0 33.35339597100005,35.15943010600006,0 33.35329731500008,35.15934486900005,0",983,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35611573000006,35.15934660300007,0 33.35599020000007,35.15941470600006,0 33.35582350000004,35.15920443900006,0 33.35582624400007,35.15919361400006,0 33.35585617300006,35.15917565300003,0 33.35585185400004,35.15917194600007,0 33.35585302900006,35.15916471700007,0 33.35585665600007,35.15915753600007,0 33.35592828000006,35.15912224200002,0 33.35599705300007,35.15921258700007,0 33.35599987800003,35.15921707300004,0 33.35599583500004,35.15922142800002,0 33.35598938200008,35.15922412300006,0 33.35600084700008,35.15923602700008,0 33.35596552900006,35.15925348100006,0 33.35597167100008,35.15926246200007,0 33.35593132900004,35.15928425100003,0 33.35593940200005,35.15929447800005,0 33.35597327000005,35.15927618900003,0 33.35598036200003,35.15928639800006,0 33.35604161300006,35.15925372600003,0 33.35611573000006,35.15934660300007,0",984,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35621061200004,35.15932343900005,0 33.35619792500006,35.15933059900004,0 33.35615122000007,35.15935696100007,0 33.35612824300006,35.15933757500005,0 33.35610644200006,35.15930814900003,0 33.35612498900008,35.15928637200005,0 33.35614828100006,35.15930411400007,0 33.35619253000004,35.15932027100007,0 33.35621061200004,35.15932343900005,0",985,1301,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35750687200004,35.15921177000007,0 33.35744508600004,35.15921988100007,0 33.35743290000005,35.15912047300003,0 33.35750682100007,35.15911357100003,0 33.35753493400006,35.15911094500007,0 33.35755175200006,35.15920587900007,0 33.35750687200004,35.15921177000007,0",986,1300,2,BLDGGF,Ισόγειο Κτίριο,24
BLDGGF," 33.35779184400008,35.15917901300003,0 33.35779836000006,35.15921305100005,0 33.35776587500004,35.15921726500005,0 33.35775811100007,35.15918268500008,0 33.35770861700007,35.15918907300005,0 33.35768470200003,35.15907445700003,0 33.35776509300007,35.15906584100003,0 33.35778702600004,35.15917926000003,0 33.35779184400008,35.15917901300003,0",987,1300,2,BLDGGF,Ισόγειο Κτίριο,24
