Name,coordinates,FEATUREID,ΑΡΙΘΜΟΣ ΤΜΗΜΑΤΟΣ,ΚΩΔΙΚΟΣ ΕΠΑΡΧΙΑΣ,ΚΩΔΙΚΟΣ ΔΗΜΟΥ/ΚΟΙΝΟΤΗΤΑΣ,ΚΩΔΙΚΟΣ ΕΝΟΡΙΑΣ,ΚΩΔΙΚΟΣ ΤΜΗΜΑΤΟΣ
4,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates> 33.33786106200006,35.15856938300004,0 33.33793461900007,35.15834007000007,0 33.33794389800005,35.15815364100007,0 33.33792724200004,35.15810210600006,0 33.33790568600006,35.15781062900004,0 33.33795389400007,35.15753883100007,0 33.33799428700007,35.15743027000008,0 33.33836132200003,35.15670828700007,0 33.33870119600005,35.15587735100007,0 33.33882200700003,35.15546308700004,0 33.33890053300007,35.15510295600006,0 33.33893031200006,35.15482914100005,0 33.33894203400007,35.15451494700005,0 33.33899372500008,35.15462710200006,0 33.33948393000003,35.15518565300005,0 33.33978682700007,35.15558176600007,0 33.34005197600004,35.15595146500004,0 33.34069540600007,35.15569703900007,0 33.34078983000006,35.15583275300003,0 33.34130897600005,35.15561068300008,0 33.34170201200004,35.15547740600005,0 33.34200121600003,35.15539687500007,0 33.34264757600005,35.15523412400006,0 33.34299867000004,35.15515557400005,0 33.34397990300005,35.15502273700002,0 33.34385404000005,35.15449139100008,0 33.34425877400003,35.15442475000003,0 33.34513324800003,35.15428886100006,0 33.34512920100008,35.15431255700003,0 33.34511862500006,35.15438642100003,0 33.34511447000006,35.15443200800007,0 33.34511496400006,35.15449003400005,0 33.34511956600005,35.15455768800007,0 33.34514753800005,35.15469520900007,0 33.34516543600006,35.15479093500005,0 33.34517607000004,35.15483636200003,0 33.34519702100005,35.15490868000006,0 33.34524113600003,35.15503838700005,0 33.34530874500007,35.15524443500004,0 33.34537840000007,35.15545451500003,0 33.34544688800003,35.15571140100008,0 33.34551147400003,35.15594134500003,0 33.34556990700003,35.15615726400006,0 33.34563878000006,35.15637753200008,0 33.34567886900004,35.15647188500003,0 33.34568553500003,35.15648673800007,0 33.34573506700008,35.15655738700008,0 33.34579430200006,35.15662855100004,0 33.34588012200004,35.15674989400003,0 33.34607233500003,35.15693872900005,0 33.34619449100006,35.15704093300008,0 33.34639214100002,35.15715634400004,0 33.34680713300003,35.15735547000003,0 33.34719405300007,35.15752156000008,0 33.34757796800005,35.15773192100005,0 33.34795617700007,35.15808324500006,0 33.34816333200007,35.15829772200004,0 33.34819117500007,35.15848800100008,0 33.34820415100006,35.15871213100007,0 33.34823085100004,35.15887012100006,0 33.34840018400007,35.15923068800004,0 33.34854857400006,35.15950297600006,0 33.34873172000005,35.15976515800003,0 33.34900982100004,35.16004513900003,0 33.34913666200004,35.16018256700005,0 33.34958390700007,35.16071467000006,0 33.34966133100005,35.16082347800005,0 33.34970806500007,35.16092525300007,0 33.34973267900006,35.16099478800004,0 33.34999127100008,35.16189672800005,0 33.34829202300006,35.16212363900007,0 33.34810923800006,35.16213484400004,0 33.34794241800006,35.16215712300004,0 33.34746406000005,35.16221084200004,0 33.34731442400005,35.16222403800003,0 33.34702986300005,35.16222926100005,0 33.34696976600003,35.16223232200008,0 33.34694034000006,35.16224241700007,0 33.34692321200004,35.16227970700004,0 33.34770894300004,35.16291498900006,0 33.34794342500004,35.16308613500007,0 33.34836335100005,35.16344659500004,0 33.34863967200005,35.16372653700006,0 33.34917032900006,35.16437307700005,0 33.34932635800004,35.16458859900007,0 33.34942954300004,35.16471448200008,0 33.34961378800006,35.16492596200004,0 33.34979192000003,35.16515658400004,0 33.34983367900003,35.16519988600004,0 33.34992210100006,35.16528447200005,0 33.34971610300005,35.16541852700004,0 33.34962937400007,35.16546556600008,0 33.34953081800006,35.16535153300004,0 33.34931691500003,35.16505450700004,0 33.34928000000008,35.16497595800007,0 33.34852991800005,35.16414710400005,0 33.34830308500006,35.16411124900003,0 33.34792102900008,35.16400358600004,0 33.34815572000008,35.16379126700008,0 33.34757057500008,35.16332118500003,0 33.34739962500004,35.16346527500008,0 33.34674008900004,35.16289057600005,0 33.34649326900006,35.16269937700002,0 33.34619381700003,35.16256766700008,0 33.34600724700005,35.16246507500006,0 33.34583540000006,35.16236549500007,0 33.34567089000007,35.16225079600002,0 33.34546330700005,35.16204244500005,0 33.34530240200007,35.16188140000003,0 33.34509235600007,35.16166499500002,0 33.34488605400003,35.16148485400004,0 33.34480256400008,35.16141844300006,0 33.34465401600005,35.16130978100006,0 33.34456583700006,35.16136628900006,0 33.34449478200003,35.16139860100003,0 33.34437817000003,35.16132013300006,0 33.34426118000005,35.16119028600008,0 33.34414861900007,35.16103655800004,0 33.34394894100007,35.16067420900004,0 33.34351235300005,35.16018410300006,0 33.34340484700005,35.16010202800004,0 33.34333943900003,35.15993738800006,0 33.34306189100005,35.15965886500004,0 33.34293727400006,35.15958227100003,0 33.34250100700007,35.15958305800007,0 33.34208225400005,35.15942963100008,0 33.34193339600006,35.15932260700004,0 33.34184954200003,35.15922817500007,0 33.34165323800005,35.15894934300007,0 33.34150042600004,35.15874750600005,0 33.34134564500005,35.15849726400006,0 33.34114475800004,35.15831527700004,0 33.34115709700006,35.15793621900008,0 33.34111037200006,35.15781689700003,0 33.34083313600007,35.15753458500006,0 33.33896764600007,35.15816721000005,0 33.33786106200006,35.15856938300004,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",1,04,1,12,1,4
26,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates> 33.34654383700007,35.17192573600005,0 33.34657963300003,35.17184586400003,0 33.34679670900005,35.17191133100005,0 33.34718633100005,35.17199457100003,0 33.34731420100007,35.17130714000007,0 33.34817134100007,35.17136371000004,0 33.34819041000003,35.17107173100004,0 33.34868083800006,35.17107557900005,0 33.34872103400005,35.17107535200006,0 33.34872053500004,35.17106120300008,0 33.34869959800005,35.16939351000008,0 33.34874708000007,35.16933513900005,0 33.34921813300008,35.16954163700007,0 33.34961726100005,35.16972775900007,0 33.34979313100007,35.16977287200007,0 33.35000367200007,35.16983723700002,0 33.35040818200002,35.16991787600006,0 33.35055925400008,35.16998169800007,0 33.35091876600006,35.17012277000004,0 33.35112843500008,35.17022018300003,0 33.35117106000007,35.17023105000004,0 33.35117395800006,35.17017934200004,0 33.35117525500004,35.17013478100006,0 33.35117511200008,35.17010819300003,0 33.35116453900002,35.17005128000005,0 33.35106781500008,35.16985136600005,0 33.35099171900004,35.16972940600004,0 33.35083068300003,35.16952330200007,0 33.35029032100005,35.16930851900003,0 33.35007156100005,35.16919818300005,0 33.35004431100003,35.16917779500005,0 33.34999036400006,35.16913058200004,0 33.34987358000007,35.16900427300004,0 33.34986015600003,35.16897877900004,0 33.34982713300008,35.16891202900007,0 33.34979175800004,35.16883640300006,0 33.34976890400003,35.16878102500004,0 33.34973794900003,35.16866920200005,0 33.34972040900004,35.16861992400004,0 33.34970437300007,35.16856904200006,0 33.34968894600007,35.16847307600006,0 33.34967388100006,35.16838556500005,0 33.34967007800003,35.16826474800007,0 33.34966240000006,35.16817651400004,0 33.34964743500007,35.16800811100006,0 33.34963631300008,35.16792065300007,0 33.34963185400005,35.16781233700004,0 33.34962095600002,35.16770839300006,0 33.34960143900003,35.16754963700004,0 33.34959527000007,35.16749604700004,0 33.34959769300008,35.16746146400004,0 33.34960396000002,35.16743478400008,0 33.34964513600005,35.16737059200005,0 33.34969368000003,35.16731286700008,0 33.34980578500006,35.16722658200007,0 33.34988302200003,35.16717680800008,0 33.34990333400003,35.16716515800005,0 33.34997488700003,35.16714129000008,0 33.35006876800003,35.16712629200003,0 33.35032375600008,35.16709426800003,0 33.35050275100008,35.16706725800003,0 33.35068746000007,35.16703368500004,0 33.35078880000003,35.16700444400004,0 33.35091896100005,35.16695170800006,0 33.35132035400005,35.16743428500007,0 33.35296959900006,35.16917538600006,0 33.35309616600006,35.16931911200004,0 33.35330647900003,35.16952613500007,0 33.35347882600007,35.16971110700007,0 33.35357996100004,35.16982590900005,0 33.35431566000005,35.17063994600005,0 33.35441238400006,35.17075480300008,0 33.35465508800007,35.17105941500006,0 33.35488628800005,35.17138531100005,0 33.35489293800004,35.17140376700007,0 33.35493582500004,35.17145087200004,0 33.35494825500007,35.17146202600003,0 33.35498487100006,35.17148262600006,0 33.35500859800004,35.17149529100004,0 33.35502778600005,35.17149874500007,0 33.35510098100008,35.17150413000007,0 33.35512553600006,35.17150592400003,0 33.35519559500006,35.17149926600007,0 33.35522444900005,35.17149257000006,0 33.35530500300007,35.17146489200007,0 33.35619224600004,35.17105890400006,0 33.35665272300003,35.17082982000005,0 33.35675625000005,35.17086089800006,0 33.35714666000007,35.17097809400008,0 33.35712815000005,35.17120706400004,0 33.35711224600004,35.17120687900007,0 33.35705046100003,35.17200376900007,0 33.35705097400006,35.17201745100005,0 33.35705407600005,35.17203462900005,0 33.35705902400008,35.17204741700004,0 33.35706381400007,35.17205798700007,0 33.35706884600006,35.17206817000005,0 33.35707540500005,35.17207698200008,0 33.35708414600003,35.17208644200008,0 33.35709222900005,35.17209347900007,0 33.35710705200006,35.17210390200006,0 33.35712072300004,35.17211208100008,0 33.35713689400006,35.17211891600005,0 33.35715408700003,35.17212436300008,0 33.35716764500006,35.17212852200004,0 33.35717710800003,35.17213097100006,0 33.35719242100004,35.17213395800007,0 33.35720730600008,35.17213533200004,0 33.35722321100008,35.17213532500006,0 33.35723351800004,35.17213457400004,0 33.35724677700006,35.17213348800004,0 33.35726577500003,35.17212873200003,0 33.35728309300004,35.17212332700007,0 33.35729005200005,35.17212027800008,0 33.35729528500008,35.17211739300007,0 33.35731079000004,35.17210771600003,0 33.35732507700004,35.17209781500003,0 33.35733565300006,35.17208902300007,0 33.35735591300005,35.17206177100007,0 33.35742499400004,35.17196651600006,0 33.35759302700006,35.17203643300007,0 33.35713601900005,35.17287145900008,0 33.35676792900006,35.17353442700005,0 33.35656785700007,35.17389477500007,0 33.35628526900007,35.17380398400007,0 33.35620337700004,35.17377214200008,0 33.35612665400004,35.17375915400004,0 33.35605498600006,35.17375537400005,0 33.35602259300003,35.17375486200007,0 33.35595724400002,35.17374781000007,0 33.35593507900006,35.17374157000006,0 33.35587434200005,35.17371436300005,0 33.35585747500005,35.17370164300007,0 33.35574386600007,35.17361496700005,0 33.35572411500004,35.17360588900004,0 33.35570537400002,35.17359882000005,0 33.35568130100006,35.17359702600004,0 33.35545935500005,35.17358373300004,0 33.35517857600007,35.17357299300005,0 33.35512996900008,35.17357101700003,0 33.35486531300006,35.17355649400002,0 33.35467245100006,35.17355421400004,0 33.35431907800006,35.17358072700006,0 33.35380809000003,35.17363359800004,0 33.35309818700006,35.17367376800007,0 33.35243250600007,35.17366213100007,0 33.35221211500004,35.17366350500004,0 33.35214044300005,35.17367629800003,0 33.35210362200007,35.17368872000003,0 33.35206629700008,35.17370517100005,0 33.35203781800004,35.17371679800004,0 33.35200296700003,35.17371836700005,0 33.35195832200003,35.17371269400007,0 33.35191563800004,35.17370017900004,0 33.35184503500005,35.17364944800005,0 33.35178423100007,35.17361682200004,0 33.35157528800005,35.17354182500003,0 33.35106019000006,35.17316185000004,0 33.35081703700007,35.17339432000006,0 33.35045901800004,35.17369459100007,0 33.35014185700004,35.17390405200007,0 33.34931879200008,35.17434360400006,0 33.34925597300003,35.17437568000003,0 33.34904410300004,35.17441560400005,0 33.34868224800005,35.17451362100007,0 33.34841353500008,35.17459771300003,0 33.34829943600005,35.17461161600005,0 33.34813908700005,35.17464236600006,0 33.34802892600004,35.17465305000007,0 33.34784795700006,35.17467006100003,0 33.34764781100006,35.17468766300004,0 33.34747438100004,35.17470082300008,0 33.34737172800004,35.17471007000006,0 33.34722264700002,35.17472554000005,0 33.34721058400004,35.17472653000004,0 33.34718703400006,35.17468778500006,0 33.34673918500005,35.17388785300005,0 33.34788896700007,35.17318837000005,0 33.34734654200003,35.17285317200003,0 33.34682857200005,35.17261623300004,0 33.34651600400008,35.17259604400005,0 33.34644692800003,35.17247977700004,0 33.34634988500005,35.17236746500004,0 33.34625749300005,35.17221688300003,0 33.34608559600008,35.17185810500007,0 33.34654383700007,35.17192573600005,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",2,26,1,0,1,26
1,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates> 33.34659642800006,35.15215716200004,0 33.34652901400006,35.15215310800005,0 33.34637870900008,35.15247438800003,0 33.34636384000004,35.15249873800008,0 33.34632901900005,35.15253863400005,0 33.34623834400003,35.15262834400005,0 33.34616161600007,35.15269733900004,0 33.34607516000006,35.15277410100003,0 33.34602475200006,35.15282505600004,0 33.34595751300003,35.15290078500004,0 33.34588988500008,35.15298255900007,0 33.34573727400004,35.15319788100004,0 33.34556019200005,35.15348117300005,0 33.34547979700005,35.15362352800003,0 33.34535443800007,35.15381757300003,0 33.34527341400008,35.15395187400003,0 33.34522270600007,35.15404271400007,0 33.34519473900008,35.15410831200006,0 33.34516246600003,35.15418161500003,0 33.34515061100007,35.15420915000004,0 33.34513637200007,35.15427056500005,0 33.34513324800003,35.15428886100006,0 33.34425877400003,35.15442475000003,0 33.34385404000005,35.15449139100008,0 33.34397990300005,35.15502273700002,0 33.34299867000004,35.15515557400005,0 33.34264757600005,35.15523412400006,0 33.34200121600003,35.15539687500007,0 33.34170201200004,35.15547740600005,0 33.34130897600005,35.15561068300008,0 33.34078983000006,35.15583275300003,0 33.34069540600007,35.15569703900007,0 33.34005197600004,35.15595146500004,0 33.33978682700007,35.15558176600007,0 33.33948393000003,35.15518565300005,0 33.33899372500008,35.15462710200006,0 33.33894203400007,35.15451494700005,0 33.33894380000004,35.15446759200006,0 33.33891624000006,35.15428104900008,0 33.33893542200008,35.15420463100003,0 33.33905053000007,35.15386599300007,0 33.33922068800007,35.15317929900004,0 33.33916298900004,35.15318192400008,0 33.33920811000007,35.15293267500005,0 33.33926841100004,35.15260694800003,0 33.33935211400006,35.15216896000004,0 33.33951448300007,35.15119917800007,0 33.33961094700004,35.15071897800004,0 33.33958395300004,35.15071874200004,0 33.33962409900005,35.15043571800004,0 33.33968566900006,35.15000061300003,0 33.33979650400005,35.14954981000005,0 33.33986839800008,35.14938404800006,0 33.34000546900006,35.14916240300005,0 33.34020482600005,35.14872404700003,0 33.34037973400007,35.14839864900006,0 33.34049660200003,35.14820099800005,0 33.34069600800007,35.14800897400005,0 33.34088167700003,35.14787906600003,0 33.34088164700006,35.14778307500006,0 33.34092975000004,35.14764190200003,0 33.34103287300007,35.14748942600005,0 33.34114976100005,35.14736517800003,0 33.34139060300004,35.14770391600007,0 33.34145940400003,35.14776601300008,0 33.34154194300004,35.14777164100008,0 33.34166574700004,35.14776596700006,0 33.34189271200006,35.14772639300003,0 33.34301377400004,35.14751722000005,0 33.34364651800007,35.14739849600005,0 33.34406604500003,35.14729676000007,0 33.34452068000007,35.14726617100007,0 33.34530651500006,35.14893537700004,0 33.34579399300003,35.14999639400003,0 33.34630837300006,35.15075387500008,0 33.34656875600007,35.15139445400007,0 33.34659642800006,35.15215716200004,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",3,01,1,12,1,1
12,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates> 33.37357902100007,35.15696462900007,0 33.37212968900008,35.15723977100004,0 33.37176320600003,35.15725725600004,0 33.37094058800005,35.15728122400003,0 33.37075205600007,35.15726717200005,0 33.37058659400003,35.15725481100003,0 33.37055718100004,35.15725334100006,0 33.36910076200007,35.15727966600008,0 33.36907021700006,35.15673053700004,0 33.36743702600006,35.15676444800005,0 33.36740178700006,35.15704774800003,0 33.36655895600006,35.15706625700005,0 33.36633657900006,35.15713943000003,0 33.36618851900005,35.15720030500006,0 33.36470268000005,35.15774885000008,0 33.36501882200003,35.15822368600004,0 33.36443635500007,35.15844140600007,0 33.36420467300007,35.15802168900007,0 33.36385810800005,35.15675601200007,0 33.36384825900007,35.15673266800008,0 33.36374253300005,35.15655151000004,0 33.36364438000004,35.15640265100006,0 33.36354110800005,35.15602120000006,0 33.36192072700004,35.15633186200006,0 33.36172935200005,35.15639123900007,0 33.36148548500006,35.15644186300006,0 33.36106931900002,35.15652153700006,0 33.36099121100006,35.15652650600003,0 33.36084712200005,35.15651889100008,0 33.36052041400006,35.15649225500005,0 33.35874869200006,35.15631005700004,0 33.35859446800004,35.15627129200004,0 33.35855548200004,35.15625867600005,0 33.35820499600004,35.15610245100004,0 33.35801946900006,35.15602762000003,0 33.35798072000006,35.15601199000003,0 33.35788276600005,35.15598084700002,0 33.35785011900003,35.15597033200004,0 33.35778454000007,35.15593923300003,0 33.35776564700007,35.15592769900007,0 33.35750509100006,35.15577152400005,0 33.35738955700003,35.15571056700003,0 33.35731742200005,35.15569276700006,0 33.35721038100007,35.15567838000004,0 33.35718730400004,35.15568056800004,0 33.35720494900005,35.15566054900006,0 33.35727978000006,35.15563003100004,0 33.35750498300007,35.15556378600007,0 33.35769482900003,35.15550598300007,0 33.35799682600003,35.15544007600005,0 33.35838405000004,35.15535560800004,0 33.35869083300003,35.15529540000006,0 33.35903593500007,35.15523209400004,0 33.35934344200007,35.15518437500003,0 33.35946436600005,35.15517113500005,0 33.36156521700008,35.15509521800004,0 33.36191998800007,35.15503929300007,0 33.36212114800003,35.15498953100007,0 33.36222664900004,35.15496968000008,0 33.36243664700004,35.15493359400006,0 33.36264123200004,35.15490149500005,0 33.36328117900007,35.15478764300008,0 33.36336808200008,35.15476887400007,0 33.36371663000006,35.15470064600004,0 33.36381142600004,35.15467709600006,0 33.36423411800007,35.15443985000007,0 33.36481556200005,35.15410895700006,0 33.36490475200003,35.15405878600006,0 33.36564026200006,35.15367402200008,0 33.36566258900007,35.15369832000005,0 33.36624355400005,35.15344299300006,0 33.36633427500004,35.15345625900005,0 33.36672248500003,35.15366269400005,0 33.36695455600005,35.15378408100003,0 33.36707156300003,35.15384235900007,0 33.36726624300007,35.15393654400003,0 33.36750060400004,35.15402533500003,0 33.36783806800003,35.15413584500004,0 33.36815349900007,35.15424444600006,0 33.36868865700006,35.15443147700006,0 33.36949628900004,35.15471770700003,0 33.36961330100007,35.15475911500005,0 33.36983986100006,35.15482383900007,0 33.36987032100006,35.15483096500003,0 33.37017622900004,35.15487442100005,0 33.37075044700003,35.15490066900003,0 33.37109844300005,35.15494950700003,0 33.37125161900008,35.15550255000005,0 33.37306326400005,35.15509554500005,0 33.37388020800006,35.15521751500006,0 33.37464959600004,35.15535692800006,0 33.37454162100005,35.15546532000008,0 33.37441562800007,35.15560803800003,0 33.37421697700006,35.15583576000006,0 33.37411896200007,35.15595715500007,0 33.37403962000008,35.15610356600007,0 33.37389770100003,35.15635905100004,0 33.37359967500004,35.15691839600004,0 33.37357902100007,35.15696462900007,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",4,12,1,12,2,12
3,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates> 33.34269128000005,35.14251048400007,0 33.34291684700003,35.14232935000007,0 33.34331151500004,35.14202851600004,0 33.34348690400003,35.14193247700007,0 33.34377450600005,35.14181280000003,0 33.34425421100008,35.14158620000006,0 33.34461660300008,35.14135284100007,0 33.34469759100006,35.14128743600003,0 33.34473198900002,35.14123003800006,0 33.34488424200004,35.14103774400007,0 33.34499723400006,35.14087361800006,0 33.34521691200007,35.14051932000007,0 33.34547039700004,35.14074274900003,0 33.34552309700007,35.14073072600007,0 33.34580411700006,35.14125375000003,0 33.34591282900004,35.14147947700008,0 33.34582325100007,35.14157000800003,0 33.34580973800007,35.14159315400008,0 33.34590133200004,35.14179670600004,0 33.34603495600004,35.14175054600003,0 33.34613408900003,35.14182821900005,0 33.34619151000004,35.14194310500005,0 33.34622074800006,35.14205694900005,0 33.34590570300003,35.14215222500008,0 33.34599251600002,35.14227621200007,0 33.34600342400006,35.14235578900008,0 33.34612560600004,35.14259061000007,0 33.34621485400004,35.14272669000008,0 33.34626010300008,35.14278617100007,0 33.34634572700003,35.14288800700007,0 33.34646318900008,35.14300499300003,0 33.34669092100006,35.14313623100003,0 33.34686831100004,35.14333891300004,0 33.34669173500004,35.14341521800003,0 33.34680034100006,35.14372557700006,0 33.34642766900004,35.14382174700006,0 33.34710353900005,35.14504744400006,0 33.34711814600007,35.14511394000004,0 33.34719614500006,35.14541017500005,0 33.34722665000004,35.14549986100008,0 33.34728038000003,35.14563289400007,0 33.34734042000008,35.14564205000005,0 33.34739312100004,35.14564112400007,0 33.34739073500003,35.14567832400007,0 33.34738763200005,35.14572669300003,0 33.34742509500006,35.14584254400006,0 33.34744110300005,35.14587737700003,0 33.34755077500006,35.14613634600005,0 33.34763831900006,35.14620396200007,0 33.34771281800005,35.14668704200005,0 33.34770902400004,35.14672433500004,0 33.34768891500005,35.14688357900008,0 33.34775055900008,35.14716500300006,0 33.34785285200007,35.14738402000006,0 33.34797237900006,35.14758090000004,0 33.34809698500004,35.14772234200007,0 33.34872643700004,35.14834490600003,0 33.34874706800008,35.14841351600006,0 33.34876535600006,35.14844683300004,0 33.34886549700008,35.14857411200006,0 33.34900239200005,35.14871156500004,0 33.34905984900007,35.14876615000003,0 33.34940359300003,35.14902207200004,0 33.34949165500007,35.14909286500006,0 33.34949868500007,35.14919976300007,0 33.34949785600003,35.14936236600005,0 33.34949204500003,35.14936510800004,0 33.34796730400007,35.15000467100003,0 33.34699643800008,35.15037027700004,0 33.34740080700004,35.15121620000008,0 33.34749448300005,35.15144833700003,0 33.34755262000004,35.15167635600005,0 33.34760302100005,35.15202636000004,0 33.34760291800006,35.15205963400007,0 33.34757975900004,35.15240945400007,0 33.34750972900002,35.15277376600005,0 33.34745664200005,35.15267281800004,0 33.34736187300007,35.15255826200007,0 33.34714931300005,35.15233751600005,0 33.34707011000006,35.15226552000007,0 33.34702613600007,35.15223340500006,0 33.34693960400006,35.15219333600004,0 33.34689249800005,35.15217939300004,0 33.34678625300006,35.15216857200005,0 33.34659642800006,35.15215716200004,0 33.34656875600007,35.15139445400007,0 33.34630837300006,35.15075387500008,0 33.34579399300003,35.14999639400003,0 33.34530651500006,35.14893537700004,0 33.34452068000007,35.14726617100007,0 33.34429802100004,35.14609864500005,0 33.34414516000004,35.14555556600004,0 33.34389055100007,35.14509606800004,0 33.34330520100008,35.14473064600003,0 33.34284855400006,35.14472581300004,0 33.34246691300007,35.14465678900007,0 33.34211891500007,35.14450021900007,0 33.34097693800004,35.14354380400005,0 33.34192291700003,35.14303463300007,0 33.34256129700003,35.14262141500007,0 33.34269128000005,35.14251048400007,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",5,03,1,12,1,3
